PROVIDER_ID,PROVIDER_NAME,STATE,MONTH,TOTAL_PATIENTS,NUMBER_OF_CERTIFIED_BEDS,OCCUPANCY_RATE_PCT
155692,HERITAGE POINTE OF HUNTINGTON,IN,1970-08,71,78,91.03
155693,SILVER OAKS HEALTH CAMPUS,IN,1970-08,50,80,62.50
155694,BETZ NURSING HOME,IN,1970-08,71,114,62.28
155695,RIVERSIDE VILLAGE,IN,1970-08,69,97,71.13
155696,BRIDGEPOINTE HEALTH CAMPUS,IN,1970-08,66,75,88.00
155697,CLARK REHABILITATION AND SKILLED NURSING CENTER,IN,1970-08,64,83,77.11
155698,BETHANY POINTE HEALTH CAMPUS,IN,1970-08,59,74,79.73
155699,ENVIVE OF HARTFORD CITY,IN,1970-08,36,78,46.15
155701,CHRISTIAN CARE RETIREMENT COMMUNITY,IN,1970-08,58,86,67.44
155702,APERION CARE PERU,IN,1970-08,79,92,85.87
155703,BROOKSIDE VILLAGE INC,IN,1970-08,26,27,96.30
155704,WALDRON REHABILITATION AND HEALTHCARE CENTER,IN,1970-08,55,71,77.46
155705,HERITAGE POINTE OF WARREN,IN,1970-08,76,119,63.87
155707,SWISS VILLAGE,IN,1970-08,80,128,62.50
155708,HILLSIDE MANOR NURSING HOME,IN,1970-08,34,48,70.83
155710,CHASE CENTER,IN,1970-08,48,99,48.48
155712,COVERED BRIDGE HEALTH CAMPUS,IN,1970-08,54,78,69.23
155714,OAK VILLAGE,IN,1970-08,33,50,66.00
155715,LUTHERAN COMMUNITY HOME,IN,1970-08,81,116,69.83
155716,ENVIVE OF EVANSVILLE,IN,1970-08,112,212,52.83
155717,ALPHA HOME - A WATERS COMMUNITY,IN,1970-08,50,86,58.14
155718,NORTHVIEW HEALTH AND LIVING,IN,1970-08,69,101,68.32
155719,GEORGE ADE MEMORIAL HEALTH CARE CENTER,IN,1970-08,51,70,72.86
155720,CATHEDRAL HEALTH CARE CENTER,IN,1970-08,64,65,98.46
155723,RIVER POINTE HEALTH CAMPUS,IN,1970-08,43,68,63.24
155724,WOODBRIDGE HEALTH CAMPUS,IN,1970-08,61,69,88.41
155725,UNIVERSITY PLACE HEALTH CENTER AND ASSISTED LIVING,IN,1970-08,28,30,93.33
155726,RIVER TERRACE HEALTH CARE CENTER,IN,1970-08,28,30,93.33
155727,STONEBRIDGE HEALTH CAMPUS,IN,1970-08,63,68,92.65
155728,MANDERLEY HEALTH CARE CENTER,IN,1970-08,46,71,64.79
155729,ADAMS HERITAGE,IN,1970-08,41,61,67.21
155730,RIPLEY CROSSING,IN,1970-08,85,100,85.00
155732,RIVEROAKS HEALTH CAMPUS,IN,1970-08,57,68,83.82
155733,COLONIAL NURSING HOME,IN,1970-08,32,55,58.18
155734,THORNTON TERRACE HEALTH CAMPUS,IN,1970-08,42,55,76.36
155735,ASHFORD PLACE HEALTH CAMPUS,IN,1970-08,52,68,76.47
155736,MILL POND HEALTH CAMPUS,IN,1970-08,53,68,77.94
155738,"MILTON HOME, THE",IN,1970-08,27,34,79.41
155740,TIMBERCREST CHURCH OF THE BRETHREN HOME,IN,1970-08,58,65,89.23
155741,FAIRWAY VILLAGE,IN,1970-08,46,53,86.79
155742,ST ANDREWS HEALTH CAMPUS,IN,1970-08,53,66,80.30
155744,LUTHERAN LIFE VILLAGES,IN,1970-08,75,99,75.76
155745,HOLY CROSS VILLAGE AT NOTRE DAME INC,IN,1970-08,46,52,88.46
155746,PARKVIEW HAVEN,IN,1970-08,37,42,88.10
155747,ADAMS WOODCREST,IN,1970-08,111,143,77.62
155751,MEADOW LAKES,IN,1970-08,117,137,85.40
155753,HAMPTON OAKS HEALTH CAMPUS,IN,1970-08,63,71,88.73
155754,HUBBARD HILL ESTATES INC,IN,1970-08,61,66,92.42
155755,GOLDEN YEARS HOMESTEAD,IN,1970-08,91,111,81.98
155756,COVENTRY MEADOWS,IN,1970-08,115,150,76.67
155757,ROSEGATE VILLAGE,IN,1970-08,134,150,89.33
155758,ASBURY TOWERS HEALTH CARE CENTER,IN,1970-08,19,48,39.58
155759,GLEN OAKS HEALTH CAMPUS,IN,1970-08,51,68,75.00
155760,WATERFORD CROSSING,IN,1970-08,74,87,85.06
155761,BROWNSBURG MEADOWS,IN,1970-08,136,147,92.52
155762,FOREST PARK HEALTH CAMPUS,IN,1970-08,51,70,72.86
155764,SPRING MILL HEALTH CAMPUS,IN,1970-08,56,64,87.50
155766,MAPLE MANOR CHRISTIAN HOME INC,IN,1970-08,50,57,87.72
155767,SPRINGHURST HEALTH CAMPUS,IN,1970-08,59,74,79.73
155768,EVANSVILLE PROTESTANT HOME,IN,1970-08,41,49,83.67
155769,MORRISON WOODS HEALTH CAMPUS,IN,1970-08,53,68,77.94
155770,"WATERS OF GEORGETOWN, THE",IN,1970-08,58,68,85.29
155771,OTTERBEIN FRANKLIN SENIORLIFE COMM RES & COM CARE,IN,1970-08,135,208,64.90
155772,COBBLESTONE CROSSINGS HEALTH CAMPUS,IN,1970-08,45,60,75.00
155773,TERRACE AT SOLARBRON THE,IN,1970-08,78,91,85.71
155775,CUMBERLAND POINTE HEALTH CAMPUS,IN,1970-08,58,71,81.69
155776,SPRINGHILL VILLAGE,IN,1970-08,78,99,78.79
155777,CREASY SPRINGS HEALTH CAMPUS,IN,1970-08,57,71,80.28
155779,PRAIRIE LAKES HEALTH CAMPUS,IN,1970-08,55,61,90.16
155780,HOMESTEAD HEALTHCARE CENTER,IN,1970-08,61,88,69.32
155782,WHITE OAK HEALTH CAMPUS,IN,1970-08,55,61,90.16
155783,GREENLEAF HEALTH CAMPUS,IN,1970-08,59,60,98.33
155784,CREEKSIDE VILLAGE,IN,1970-08,93,100,93.00
155785,WEST RIVER HEALTH CAMPUS,IN,1970-08,42,61,68.85
155786,ALLISONVILLE MEADOWS,IN,1970-08,138,161,85.71
155787,INDIANA VETERANS HOME,IN,1970-08,113,212,53.30
155788,GREENWOOD MEADOWS,IN,1970-08,132,169,78.11
155789,RIDGEWOOD HEALTH CAMPUS,IN,1970-08,66,71,92.96
155790,BRIDGEWATER HEALTHCARE CENTER,IN,1970-08,93,120,77.50
155791,BLAIR RIDGE HEALTH CAMPUS,IN,1970-08,44,55,80.00
155792,COUNTRYSIDE MEADOWS,IN,1970-08,126,171,73.68
155793,HAMILTON TRACE OF FISHERS,IN,1970-08,101,108,93.52
155794,"RETREAT AT THE STRATFORD, THE",IN,1970-08,8,18,44.44
155795,AVALON SPRINGS HEALTH CAMPUS,IN,1970-08,55,61,90.16
155796,CEDARS THE,IN,1970-08,41,65,63.08
155797,ASPEN PLACE HEALTH CAMPUS,IN,1970-08,50,64,78.13
155798,ASHTON CREEK HEALTH AND REHABILITATION CENTER,IN,1970-08,111,139,79.86
155799,APERION CARE MARION LLC,IN,1970-08,52,70,74.29
155800,LUTHERAN LIFE VILLAGES,IN,1970-08,81,84,96.43
155801,TRANSCENDENT HEALTHCARE OF BOONVILLE - NORTH,IN,1970-08,49,56,87.50
155802,PROVIDENCE HEALTH CARE CENTER,IN,1970-08,58,70,82.86
155803,HAMILTON POINTE HEALTH AND REHAB,IN,1970-08,88,115,76.52
155805,ADDISON POINTE HEALTH & REHABILITATION CENTER,IN,1970-08,94,100,94.00
155806,WELLBROOKE OF WABASH,IN,1970-08,53,70,75.71
155808,WELLBROOKE OF WESTFIELD,IN,1970-08,52,70,74.29
155809,GREY STONE HEALTH & REHABILITATION CENTER,IN,1970-08,86,100,86.00
155810,VERNON HEALTH & REHABILITATION,IN,1970-08,47,119,39.50
155811,WELLBROOKE OF AVON,IN,1970-08,50,70,71.43
155812,WELLBROOKE OF CRAWFORDSVILLE,IN,1970-08,53,70,75.71
155813,VILLAGES AT HISTORIC SILVERCREST THE,IN,1970-08,47,56,83.93
155814,BROOKE KNOLL VILLAGE,IN,1970-08,80,117,68.38
155815,CLEARVISTA LAKE HEALTH CAMPUS,IN,1970-08,36,70,51.43
155816,ARLINGTON PLACE HEALTH CAMPUS,IN,1970-08,49,84,58.33
155817,"BARRINGTON OF CARMEL, THE",IN,1970-08,8,8,100.00
155818,HEARTHSTONE HEALTH CAMPUS,IN,1970-08,57,64,89.06
155819,WELLBROOKE OF KOKOMO,IN,1970-08,45,70,64.29
155820,APERION CARE LINCOLN,IN,1970-08,42,47,89.36
155821,ASPEN TRACE HEALTH & LIVING COMMUNITY,IN,1970-08,90,104,86.54
155822,CEDAR CREEK HEALTH CAMPUS,IN,1970-08,56,58,96.55
155823,SOUTHPOINTE HEALTHCARE CENTER,IN,1970-08,91,100,91.00
155824,WELLBROOKE OF SOUTH BEND,IN,1970-08,46,70,65.71
155825,ST AUGUSTINE HOME FOR THE AGED,IN,1970-08,22,42,52.38
155826,EVERGREEN CROSSING AND THE LOFTS,IN,1970-08,93,109,85.32
155827,SAGE BLUFF HEALTH & REHAB CENTER,IN,1970-08,47,84,55.95
155828,HERITAGE POINTE OF FORT WAYNE,IN,1970-08,55,68,80.88
155829,"SPRINGS AT LAFAYETTE, THE",IN,1970-08,34,70,48.57
155830,HARRISON'S CROSSING HEALTH CAMPUS,IN,1970-08,59,72,81.94
155831,BRIARCLIFF HEALTH & REHABILITATION CENTER,IN,1970-08,84,131,64.12
155832,WITHAM EXTENDED CARE,IN,1970-08,8,18,44.44
155833,WELLBROOKE OF CARMEL,IN,1970-08,50,74,67.57
155834,BRICKYARD HEALTHCARE - WILLOW SPRINGS CARE CENTER,IN,1970-08,54,134,40.30
155835,IGNITE MEDICAL RESORT CROWN POINT LLC,IN,1970-08,61,68,89.71
155836,CUMBERLAND TRACE HEALTH & LIVING COMMUNITY,IN,1970-08,101,104,97.12
155837,"VILLAGES AT OAK RIDGE, THE",IN,1970-08,48,58,82.76
155838,STONECROFT HEALTH CAMPUS,IN,1970-08,51,70,72.86
155839,SUMMIT HEALTH AND LIVING,IN,1970-08,26,34,76.47
155840,IGNITE MEDICAL RESORT DYER LLC.,IN,1970-08,92,100,92.00
155841,COPPER TRACE HEALTH & LIVING COMMUNITY,IN,1970-08,99,104,95.19
155842,"SPRINGS OF MOORESVILLE, THE",IN,1970-08,46,70,65.71
155843,"SPRINGS OF RICHMOND, THE",IN,1970-08,47,70,67.14
155844,IGNITE MEDICAL RESORT CHESTERTON,IN,1970-08,59,70,84.29
155846,RESTORACY OF CARMEL,IN,1970-08,70,72,97.22
155847,SILVER MEMORIES HEALTH CARE,IN,1970-08,28,29,96.55
155849,RIVER TERRACE HEALTH CAMPUS,IN,1970-08,37,57,64.91
155850,BELLTOWER HEALTH & REHABILITATION CENTER,IN,1970-08,83,96,86.46
155851,ORCHARD POINTE HEALTH CAMPUS,IN,1970-08,47,58,81.03
155852,HARRISON SPRINGS HEALTH CAMPUS,IN,1970-08,47,58,81.03
155854,NORTH RIVER HEALTH CAMPUS,IN,1970-08,43,58,74.14
155855,MCGIVNEY HEALTH CARE CENTER,IN,1970-08,32,37,86.49
155856,"LAURELS OF GOSHEN, THE",IN,1970-08,47,48,97.92
155857,TRANQUILITY NURSING AND REHAB,IN,1970-08,34,78,43.59
155858,"RESTORACY OF WHITESTOWN, THE",IN,1970-08,68,72,94.44
155859,ENVIVE OF BEECH GROVE,IN,1970-08,47,52,90.38
15A011,ESPECIALLY KIDZ HEALTH & REHAB,IN,1970-08,118,130,90.77
15E064,BROOKSIDE CARE STRATEGIES,IN,1970-08,31,42,73.81
165006,IOWA JEWISH SENIOR LIFE CENTER,IA,1970-08,48,72,66.67
165017,HARMONY CEDAR RAPIDS,IA,1970-08,67,96,69.79
165019,CHAUTAUQUA GUEST HOME #2,IA,1970-08,41,53,77.36
165030,OAKNOLL RETIREMENT RESIDENCE,IA,1970-08,58,58,100.00
165033,HARMONY DAVENPORT,IA,1970-08,67,93,72.04
165034,HARMONY WATERLOO,IA,1970-08,76,88,86.36
165049,RIDGECREST VILLAGE,IA,1970-08,51,137,37.23
165072,GOOD SHEPHERD HEALTH CENTER,IA,1970-08,156,210,74.29
165081,FRIENDSHIP VILLAGE RETIREMENT,IA,1970-08,63,72,87.50
165082,ACCURA HEALTHCARE OF LAKE CITY LLC,IA,1970-08,37,46,80.43
165104,HARMONY DUBUQUE,IA,1970-08,58,99,58.59
165110,SOUTHEAST IOWA REGIONAL MEDICAL - KLEIN CENTER,IA,1970-08,101,160,63.13
165118,MADRID HOME FOR THE AGED,IA,1970-08,52,88,59.09
165135,STRAWBERRY POINT LUTHERAN HOME,IA,1970-08,15,16,93.75
165145,EMBASSY REHAB AND CARE CENTER,IA,1970-08,39,60,65.00
165146,KAHL HOME FOR THE AGED & INFIRMED,IA,1970-08,95,135,70.37
165147,HENRY COUNTY HEALTH CENTER,IA,1970-08,33,49,67.35
165151,MISSISSIPPI VALLEY,IA,1970-08,63,126,50.00
165152,HARMONY HOUSE HEALTH CARE CENT,IA,1970-08,43,65,66.15
165155,SALEM LUTHERAN HOME,IA,1970-08,50,64,78.13
165156,FORT DODGE HEALTH AND REHABILITATION,IA,1970-08,56,65,86.15
165157,CROWN POINTE ESTATES CARE CENTER,IA,1970-08,88,101,87.13
165158,AZRIA HEALTH CLARINDA,IA,1970-08,67,70,95.71
165162,ALTOONA NURSING AND REHABILITATION CENTER,IA,1970-08,89,106,83.96
165165,NORTHCREST SPECIALTY CARE,IA,1970-08,85,94,90.43
165167,THE VILLAGE,IA,1970-08,48,54,88.89
165169,GOOD SAMARITAN SOCIETY - DAVENPORT,IA,1970-08,83,190,43.68
165171,SILVER OAK NURSING AND REHABILITATION CENTER LLC,IA,1970-08,74,91,81.32
165172,BRIARWOOD HEALTHCARE CENTER,IA,1970-08,51,62,82.26
165173,OSAGE REHAB AND HEALTH CARE CENTER,IA,1970-08,33,46,71.74
165174,CASA DE PAZ HEALTH CARE CENTER,IA,1970-08,59,71,83.10
165175,GREATER SOUTHSIDE HEALTH AND REHABILITATION,IA,1970-08,59,80,73.75
165177,COMMUNITY MEMORIAL HEALTH CENTER,IA,1970-08,52,68,76.47
165178,AASE HAUGEN HOME,IA,1970-08,63,86,73.26
165179,NORWALK NURSING AND REHABILITATION CENTER,IA,1970-08,39,45,86.67
165180,ODEBOLT SPECIALTY CARE,IA,1970-08,29,38,76.32
165183,MERCYONE NORTH IOWA MEDICAL SERVICES,IA,1970-08,15,22,68.18
165185,RED OAK REHAB AND CARE CENTER,IA,1970-08,29,58,50.00
165186,GOOD SAMARITAN SOCIETY - INDIANOLA,IA,1970-08,86,131,65.65
165187,GOOD SAMARITAN SOCIETY - WEST UNION,IA,1970-08,42,59,71.19
165188,AZRIA HEALTH WINTERSET,IA,1970-08,52,65,80.00
165189,GOOD SAMARITAN SOCIETY - VILLISCA,IA,1970-08,38,46,82.61
165190,GOOD SAMARITAN SOCIETY - ALGONA,IA,1970-08,52,90,57.78
165191,GOOD SAMARITAN SOCIETY - RED OAK,IA,1970-08,41,64,64.06
165192,GOOD SAMARITAN SOCIETY - ESTHERVILLE,IA,1970-08,48,90,53.33
165193,DUNLAP SPECIALTY CARE,IA,1970-08,28,57,49.12
165196,GRANDVIEW HEALTH CARE CENTER,IA,1970-08,28,48,58.33
165197,CEDAR FALLS HEALTH CARE CENTER,IA,1970-08,35,82,42.68
165198,IOWA CITY REHAB & HEALTH CARE,IA,1970-08,44,89,49.44
165199,CRESTON SPECIALTY CARE,IA,1970-08,62,74,83.78
165202,AZRIA HEALTH PARK PLACE,IA,1970-08,51,81,62.96
165204,KEOSAUQUA HEALTH CARE CENTER,IA,1970-08,57,60,95.00
165205,GOOD SAMARITAN SOCIETY - LEMARS,IA,1970-08,61,70,87.14
165207,GOOD SAMARITAN SOCIETY - HOLSTEIN,IA,1970-08,56,60,93.33
165208,GRANGER NURSING & REHABILITATION CENTER,IA,1970-08,43,67,64.18
165209,SOUTHRIDGE SPECIALTY CARE,IA,1970-08,75,82,91.46
165210,GOOD SAMARITAN SOCIETY - SAINT ANSGAR,IA,1970-08,41,42,97.62
165211,GOOD SAMARITAN SOCIETY - OTTUMWA,IA,1970-08,111,146,76.03
165213,GOOD SAMARITAN SOCIETY - FOREST CITY,IA,1970-08,37,43,86.05
165214,LANTERN PARK SPECIALTY CARE,IA,1970-08,85,90,94.44
165215,LYON SPECIALTY CARE,IA,1970-08,35,45,77.78
165218,EAGLE POINT NURSING AND REHABILITATION,IA,1970-08,53,75,70.67
165219,LAURENS CARE CENTER,IA,1970-08,31,38,81.58
165220,AZRIA HEALTH PRAIRIE RIDGE,IA,1970-08,49,62,79.03
165222,CORYDON SPECIALTY CARE,IA,1970-08,51,71,71.83
165223,RIDGEWOOD SPECIALTY CARE,IA,1970-08,56,60,93.33
165224,MOUNT AYR HEALTH CARE CENTER,IA,1970-08,37,46,80.43
165225,CENTERVILLE SPECIALTY CARE,IA,1970-08,43,67,64.18
165226,MANLY SPECIALTY CARE,IA,1970-08,42,43,97.67
165227,BIRKWOOD VILLAGE OF FORT MADISON,IA,1970-08,59,80,73.75
165228,DUBUQUE SPECIALTY CARE,IA,1970-08,60,84,71.43
165230,OAKLAND MANOR,IA,1970-08,49,61,80.33
165231,REGENCY PARK NURSING & REHAB CENTER OF CARROLL,IA,1970-08,27,46,58.70
165232,FRIENDSHIP HOME ASSOCIATION,IA,1970-08,38,46,82.61
165233,REGENCY PARK NURSING & REHAB CENTER OF JEFFERSON,IA,1970-08,41,46,89.13
165234,PARKVIEW MANOR,IA,1970-08,50,62,80.65
165235,LENOX CARE CENTER,IA,1970-08,21,46,45.65
165236,GOOD SAMARITAN SOCIETY - MANSON,IA,1970-08,34,42,80.95
165238,DENISON CARE CENTER,IA,1970-08,30,46,65.22
165240,GOOD SAMARITAN SOCIETY - WAUKON,IA,1970-08,51,68,75.00
165241,GRUNDY CARE CENTER,IA,1970-08,32,40,80.00
165243,CHAUTAUQUA GUEST HOME #3,IA,1970-08,37,57,64.91
165245,HILLCREST HEALTH CARE CENTER,IA,1970-08,41,64,64.06
165247,GOOD SAMARITAN SOCIETY - GEORGE,IA,1970-08,27,42,64.29
165248,PLEASANT ACRES CARE CENTER,IA,1970-08,26,60,43.33
165251,RAVENWOOD SPECIALTY CARE,IA,1970-08,126,176,71.59
165252,WESTVIEW ACRES CARE CENTER,IA,1970-08,39,46,84.78
165253,PANORA SPECIALTY CARE,IA,1970-08,36,46,78.26
165254,"OAKVIEW, INC.",IA,1970-08,44,46,95.65
165255,VIA OF CARLISLE,IA,1970-08,70,80,87.50
165256,ELMWOOD CARE CENTRE,IA,1970-08,35,54,64.81
165257,GOLDEN AGE CARE CENTER,IA,1970-08,35,46,76.09
165259,THORNTON MANOR NURSING AND CARE CENTER,IA,1970-08,30,43,69.77
165260,ASPIRE OF DONNELLSON,IA,1970-08,23,65,35.38
165261,MILL-POND,IA,1970-08,58,60,96.67
165263,MECHANICSVILLE SPECIALTY CARE,IA,1970-08,36,39,92.31
165266,HOLY SPIRIT RETIREMENT HOME,IA,1970-08,61,78,78.21
165267,MAPLE HEIGHTS,IA,1970-08,42,58,72.41
165268,REHABILITATION CENTER OF DES MOINES,IA,1970-08,65,74,87.84
165269,CLEARVIEW HOME,IA,1970-08,67,82,81.71
165270,STRATFORD SPECIALTY CARE,IA,1970-08,36,53,67.92
165271,WESTWOOD SPECIALTY CARE,IA,1970-08,74,85,87.06
165272,UNIVERSITY PARK NURSING & REHABILITATION CENTER,IA,1970-08,68,108,62.96
165273,VIA OF DES MOINES,IA,1970-08,72,89,80.90
165274,NORTHERN MAHASKA SPECIALTY CARE,IA,1970-08,79,79,100.00
165275,CREST HAVEN CARE CENTRE,IA,1970-08,34,40,85.00
165278,LIVING CENTER WEST,IA,1970-08,76,94,80.85
165279,MONTICELLO NURSING & REHAB CEN,IA,1970-08,41,80,51.25
165280,BETTENDORF HEALTH CARE CENTER,IA,1970-08,60,86,69.77
165281,ON WITH LIFE AT GLENWOOD,IA,1970-08,20,32,62.50
165283,FELLOWSHIP VILLAGE,IA,1970-08,34,40,85.00
165284,SUNNY KNOLL CARE CENTRE,IA,1970-08,20,38,52.63
165285,CORNING SPECIALTY CARE,IA,1970-08,29,40,72.50
165286,SUNRISE HILL CARE CENTER,IA,1970-08,45,76,59.21
165287,CRESTVIEW SPECIALTY CARE,IA,1970-08,62,65,95.38
165288,ATLANTIC SPECIALTY CARE,IA,1970-08,64,90,71.11
165290,NORTH CREST LIVING CENTER,IA,1970-08,49,62,79.03
165291,"FRIENDSHIP HAVEN, INC",IA,1970-08,123,155,79.35
165292,BEDFORD SPECIALTY CARE,IA,1970-08,28,39,71.79
165293,SOUTHERN HILLS SPECIALTY CARE,IA,1970-08,81,90,90.00
165294,AVOCA SPECIALTY CARE,IA,1970-08,32,46,69.57
165295,MONTEZUMA SPECIALTY CARE,IA,1970-08,31,41,75.61
165296,PLEASANT VIEW CARE CENTER,IA,1970-08,46,80,57.50
165297,NEW HAMPTON NURSING & REHAB CE,IA,1970-08,30,46,65.22
165298,PINNACLE SPECIALTY CARE,IA,1970-08,88,100,88.00
165300,LAPORTE CITY SPECIALTY CARE,IA,1970-08,41,46,89.13
165301,GREAT RIVER CARE CENTER,IA,1970-08,29,39,74.36
165302,LINN HAVEN REHAB & HEALTHCARE,IA,1970-08,38,70,54.29
165303,REHABILITATION CENTERS OF INDEPENDENCE WEST CAMPUS,IA,1970-08,54,86,62.79
165304,MONTROSE HEALTH CENTER,IA,1970-08,36,46,78.26
165305,CHARITON SPECIALTY CARE,IA,1970-08,41,60,68.33
165306,PARKVIEW CARE CENTER,IA,1970-08,51,70,72.86
165307,PILLAR OF CEDAR VALLEY,IA,1970-08,126,155,81.29
165308,WEST RIDGE SPECIALTY CARE,IA,1970-08,74,78,94.87
165309,SHELL ROCK SENIOR LIVING,IA,1970-08,35,44,79.55
165310,HERITAGE SPECIALTY CARE,IA,1970-08,127,201,63.18
165311,ACCURA HEALTHCARE OF LE MARS,IA,1970-08,40,46,86.96
165312,FONDA SPECIALTY CARE,IA,1970-08,37,46,80.43
165313,OAKWOOD SPECIALTY CARE,IA,1970-08,50,54,92.59
165314,LAMONI SPECIALTY CARE,IA,1970-08,30,43,69.77
165316,ELDORA SPECIALTY CARE,IA,1970-08,41,49,83.67
165318,COLONIAL MANOR OF AMANA,IA,1970-08,40,50,80.00
165320,"ZEARING HEALTH CARE, LLC",IA,1970-08,35,40,87.50
165322,COTTAGE GROVE PLACE,IA,1970-08,44,64,68.75
165323,CORRECTIONVILLE SPECIALTY CARE,IA,1970-08,33,39,84.62
165324,"ACCURA HEALTHCARE OF PLEASANTVILLE, LLC",IA,1970-08,41,46,89.13
165325,MANOR HOUSE CARE CENTER,IA,1970-08,39,72,54.17
165326,BLOOMFIELD CARE CENTER,IA,1970-08,35,91,38.46
165327,SUNRISE TERRACE NURSING & REHABILITATION CENTER,IA,1970-08,34,46,73.91
165329,KINGSLEY SPECIALTY CARE,IA,1970-08,33,43,76.74
165330,CHEROKEE SPECIALTY CARE,IA,1970-08,49,62,79.03
165332,ACCURA HEALTHCARE OF STANTON,IA,1970-08,40,46,86.96
165333,HALLMARK CARE CENTER,IA,1970-08,40,55,72.73
165334,GUTTENBERG CARE CENTER,IA,1970-08,29,93,31.18
165335,HUBBARD CARE CENTER,IA,1970-08,45,60,75.00
165336,REHABILITATION CENTER OF ALLISON,IA,1970-08,41,60,68.33
165338,NORTHGATE CARE CENTER,IA,1970-08,35,50,70.00
165340,GRANDVIEW HEALTHCARE CENTER,IA,1970-08,54,93,58.06
165341,OELWEIN HEALTH CARE CENTER,IA,1970-08,52,61,85.25
165342,WILLOW DALE WELLNESS VILLAGE,IA,1970-08,29,50,58.00
165343,PARK VIEW REHABILITATION CENTER,IA,1970-08,43,77,55.84
165344,ASPIRE OF GOWRIE,IA,1970-08,15,19,78.95
165345,PARKRIDGE SPECIALTY CARE,IA,1970-08,74,90,82.22
165346,MAPLE MANOR VILLAGE,IA,1970-08,29,50,58.00
165347,NORA SPRINGS CARE CENTER,IA,1970-08,41,50,82.00
165349,BELLE PLAINE SPECIALTY CARE,IA,1970-08,41,46,89.13
165350,PINE ACRES REHABILITATION AND CARE CENTER,IA,1970-08,54,140,38.57
165351,GRISWOLD REHABILITATION & HEALTH CARE CENTER,IA,1970-08,38,42,90.48
165352,EMMETSBURG CARE CENTER,IA,1970-08,36,46,78.26
165353,VALLEY VUE CARE CENTER,IA,1970-08,27,50,54.00
165354,REHABILITATION CENTER OF HAMPTON,IA,1970-08,44,105,41.90
165355,KEOTA HEALTH CARE CENTER,IA,1970-08,24,35,68.57
165357,AZRIA HEALTH ROSE VISTA,IA,1970-08,49,76,64.47
165358,THOMAS REST HAVEN,IA,1970-08,34,57,59.65
165359,METHODIST MANOR RETIREMENT COM,IA,1970-08,91,93,97.85
165361,ROLLING GREEN VILLAGE CARE CEN,IA,1970-08,40,69,57.97
165362,CLARION WELLNESS AND REHABILITATION CENTER,IA,1970-08,62,76,81.58
165363,WESTVIEW CARE CENTER,IA,1970-08,51,67,76.12
165364,CONCORD CARE CENTER,IA,1970-08,36,66,54.55
165365,OAKWOOD CARE CENTER,IA,1970-08,58,90,64.44
165366,LAKE MILLS CARE CENTER,IA,1970-08,48,78,61.54
165367,HERITAGE CARE AND REHABILITATION CENTER,IA,1970-08,52,71,73.24
165369,WESTVIEW OF INDIANOLA CARE CENTER,IA,1970-08,56,83,67.47
165372,ELM CREST RETIREMENT COMMUNITY,IA,1970-08,44,71,61.97
165373,AZRIA HEALTH LONGVIEW,IA,1970-08,67,100,67.00
165374,MILL VALLEY CARE CENTER,IA,1970-08,36,54,66.67
165375,ANAMOSA CARE CENTER,IA,1970-08,61,64,95.31
165376,ASPIRE OF PLEASANT VALLEY,IA,1970-08,38,50,76.00
165377,WHEATLAND MANOR,IA,1970-08,42,44,95.45
165379,EDGEWOOD CONVALESCENT HOME,IA,1970-08,45,58,77.59
165380,REHABILITATION CENTER OF BELMOND,IA,1970-08,29,86,33.72
165381,WINDSOR PLACE SENIOR LIVING CAMPUS,IA,1970-08,23,41,56.10
165382,"ACCURA HEALTHCARE OF KNOXVILLE, LLC",IA,1970-08,48,70,68.57
165383,GREENFIELD REHABILITATION & HEALTH CARE CENTER,IA,1970-08,2,46,4.35
165386,COLONIAL MANOR OF ELMA,IA,1970-08,34,57,59.65
165388,LONE TREE HEALTH CARE CENTER INC,IA,1970-08,37,44,84.09
165389,ST LUKE'S HELEN G NASSIF TRANSITIONAL CARE CENTER,IA,1970-08,26,46,56.52
165390,STATE CENTER SPECIALTY CARE,IA,1970-08,38,39,97.44
165391,ELKADER CARE CENTER,IA,1970-08,28,44,63.64
165396,RIVER HILLS VILLAGE IN KEOKUK,IA,1970-08,65,84,77.38
165397,HEARTLAND CARE CENTER,IA,1970-08,28,38,73.68
165399,REGENCY CARE CENTER,IA,1970-08,73,101,72.28
165401,SIBLEY SPECIALTY CARE,IA,1970-08,43,51,84.31
165402,ACCURA HEALTHCARE OF MILFORD,IA,1970-08,42,46,91.30
165404,NEW LONDON SPECIALTY CARE,IA,1970-08,40,46,86.96
165405,HAPPY SIESTA HEALTH CARE CENTER,IA,1970-08,51,62,82.26
165406,ROCKWELL COMMUNITY NURSING HOM,IA,1970-08,25,40,62.50
165408,ACCURA HEALTHCARE OF BANCROFT,IA,1970-08,22,28,78.57
165411,SOUTHFIELD WELLNESS COMMUNITY,IA,1970-08,51,88,57.95
165412,EXIRA CARE CENTER,IA,1970-08,42,60,70.00
165414,"ACCURA HEALTHCARE OF POMEROY, LLC",IA,1970-08,27,30,90.00
165418,SIMPSON MEMORIAL HOME,IA,1970-08,29,55,52.73
165420,TRADITIONS MEMORY CARE OF NEWTON,IA,1970-08,43,46,93.48
165421,"ACCURA HEALTHCARE OF NEWTON EAST, LLC",IA,1970-08,51,54,94.44
165423,"ACCURA HEALTHCARE OF AMES, LLC",IA,1970-08,64,80,80.00
