PROVIDER_ID,PROVIDER_NAME,STATE,MONTH,PCT_OVERTIME_HOURS
105643,ISLAND LAKE CENTER,FL,1970-08,24.97
105644,ASPIRE AT FLETCHER,FL,1970-08,0
105645,BARTRAM CROSSING,FL,1970-08,0
105649,CYPRESS CARE CENTER,FL,1970-08,0
105650,BAYSHORE POINTE NURSING AND REHAB CENTER,FL,1970-08,0
105651,BLUE PALMS HEALTH AND REHABILITATION CENTER OF DAY,FL,1970-08,0
105652,PALATKA CENTER FOR REHABILITATION AND HEALING,FL,1970-08,0
105653,ASPIRE AT ORANGE PARK,FL,1970-08,0
105654,WESTCHESTER GARDENS HEALTH & REHABILITATION,FL,1970-08,9.97
105655,"INN AT FREEDOM VILLAGE, THE",FL,1970-08,7.86
105657,DIAMOND RIDGE HEALTH AND REHABILITATION CENTER,FL,1970-08,0
105658,SOLARIS HEALTHCARE LAKE ZEPHYR,FL,1970-08,0
105659,LAKE WORTH REHABILITATION CENTER,FL,1970-08,0
105660,"MANOR AT CARPENTERS, THE",FL,1970-08,0
105662,GRACEVILLE HEALTH CENTER,FL,1970-08,0
105663,ASPIRE AT GREEN COVE SPRINGS,FL,1970-08,0
105664,GAINESVILLE HEALTH & REHABILITATION,FL,1970-08,0
105665,ASPIRE AT SOUTH DAYTONA,FL,1970-08,0
105666,LANIER REHABILITATION CENTER,FL,1970-08,0
105668,MEMORIAL MANOR,FL,1970-08,0
105670,AVANTE AT ST CLOUD INC,FL,1970-08,0
105671,AVANTE AT MELBOURNE INC,FL,1970-08,2.51
105672,GULF COAST VILLAGE,FL,1970-08,0
105673,INDIAN RIVER CENTER,FL,1970-08,9.22
105679,REGENTS PARK OF SUNRISE,FL,1970-08,0
105680,NSPIRE HEALTHCARE LAUDERHILL,FL,1970-08,0
105682,PALM GARDEN OF JACKSONVILLE,FL,1970-08,0
105683,LABELLE HEALTH AND REHABILITATION CENTER,FL,1970-08,0
105684,VIVO HEALTHCARE NORMANDY,FL,1970-08,0
105685,MENORAH HOUSE,FL,1970-08,0
105686,SPRINGTREE REHABILITATION & HEALTH CARE CENTER,FL,1970-08,0
105687,SOLARIS HEALTHCARE PARKWAY,FL,1970-08,0
105688,AVENTURA AT THE BAY,FL,1970-08,19.56
105690,HIGHLAND PINES REHABILITATION CENTER,FL,1970-08,0
105692,VIVO HEALTHCARE ORANGE PARK,FL,1970-08,0
105693,CHARMING LAKES REHAB,FL,1970-08,0
105694,SABAL PALMS HEALTH & REHABILITATION,FL,1970-08,10.22
105696,WINDSOR HEALTH AND REHABILITATION CENTER,FL,1970-08,0
105697,EAST BAY REHABILITATION CENTER,FL,1970-08,0
105700,NORTHDALE REHABILITATION CENTER,FL,1970-08,0
105701,SOLARIS HEALTHCARE MERRITT ISLAND,FL,1970-08,5.21
105702,"MEADOWS CENTER FOR NURSING AND HEALING, THE",FL,1970-08,4.71
105703,ARBOR TRAIL REHAB AND SKILLED NURSING CENTER,FL,1970-08,0
105705,LAKE PORT SQUARE HEALTH CENTER,FL,1970-08,0
105706,WEST ORANGE CENTER FOR NURSING AND HEALING,FL,1970-08,0
105707,FOURAKER HILLS REHAB AND NURSING CENTER,FL,1970-08,0
105708,OAKPARK HEALTH AND REHABILITATION CENTER,FL,1970-08,4.24
105709,NSPIRE HEALTHCARE MIAMI LAKES,FL,1970-08,0
105710,JACKSONVILLE NURSING AND REHAB CENTER,FL,1970-08,0
105711,SHORESIDE HEALTH AND REHABILITATION CENTER,FL,1970-08,0
105712,ALHAMBRA HEALTHCARE & REHABILITATION CENTER,FL,1970-08,0
105713,ALPINE HEALTH AND REHABILITATION CENTER,FL,1970-08,0
105714,CONCORDIA MANOR,FL,1970-08,0
105715,HAMPTON COURT NURSING AND REHABILITATION CENTER,FL,1970-08,0
105717,TIMBERRIDGE NURSING & REHABILITATION CENTER,FL,1970-08,0
105718,ASPIRE AT CENTRAL PARK,FL,1970-08,0
105719,PALACE AT KENDALL NURSING AND REHABILITATION CENTE,FL,1970-08,0
105720,MAYFLOWER HEALTHCARE CENTER,FL,1970-08,1.79
105721,CEDAR HILL NURSING AND REHAB CENTER,FL,1970-08,0
105723,CEDARBROOK HEALTH AND REHABILITATION CENTER,FL,1970-08,0
105724,OCALA OAKS REHABILITATION CENTER,FL,1970-08,0
105725,"HOME ASSOCIATION, THE",FL,1970-08,9.35
105727,WASHINGTON REHABILITATION AND NURSING CENTER,FL,1970-08,6.71
105728,ORLANDO HEALTH AND REHABILITATION CENTER,FL,1970-08,0
105729,CHIPOLA HEALTH AND REHABILITATION CENTER,FL,1970-08,0
105730,SPRING LAKE REHABILITATION CENTER,FL,1970-08,0
105731,COMMONS AT ORLANDO LUTHERAN TOWERS,FL,1970-08,0
105732,THE CEDAR AT MEASE LIFE,FL,1970-08,0
105733,PALM GARDEN OF PINELLAS,FL,1970-08,1.76
105734,SOLARIS HEALTHCARE OSCEOLA,FL,1970-08,0
105735,ORANGE CITY NURSING AND REHAB CENTER,FL,1970-08,0
105736,PALM GARDEN OF SUN CITY,FL,1970-08,0
105737,MACCLENNY NURSING AND REHAB CENTER,FL,1970-08,0
105738,SOLARIS HEALTHCARE IMPERIAL,FL,1970-08,0
105743,FLEET LANDING,FL,1970-08,0
105744,REGENCY OAKS HEALTH CENTER,FL,1970-08,0
105745,CYPRESS VILLAGE,FL,1970-08,0
105747,ROSEWOOD HEALTHCARE AND REHABILITATION CENTER,FL,1970-08,0
105749,ABBEY REHABILITATION AND NURSING CENTER,FL,1970-08,0
105751,SPECIALTY HEALTH AND REHABILITATION CENTER,FL,1970-08,0
105754,CONWAY LAKES HEALTH & REHABILITATION CENTER,FL,1970-08,0
105755,HEARTLAND NURSING & REHAB CENTER,FL,1970-08,0
105756,LIFE CARE CENTER OF HILLIARD,FL,1970-08,0
105757,WESTMINSTER TOWERS,FL,1970-08,1.6
105761,SUNSET LAKE HEALTHCARE AND REHABILITATION CENTER,FL,1970-08,1.44
105762,PROSPER HEALTH AND REHABILITATION CENTER,FL,1970-08,3.86
105764,ASPIRE AT THE GARDENS - TALLAHASSEE,FL,1970-08,0
105765,GARDENS NURSING AND REHAB CENTER,FL,1970-08,0
105769,SOLARIS HEALTHCARE LAKE CITY,FL,1970-08,0
105770,TRI-COUNTY NURSING HOME,FL,1970-08,0.35
105774,INDIAN BEACH NURSING AND REHAB CENTER,FL,1970-08,0
105776,PORT ORANGE NURSING AND REHAB CENTER,FL,1970-08,0
105777,DAVENPORT NURSING AND REHAB CENTER,FL,1970-08,0
105779,HEALTHPARK CARE CENTER,FL,1970-08,0
105780,OAKS AT AVON,FL,1970-08,0
105782,SOLARIS HEALTHCARE APOPKA,FL,1970-08,0
105783,SOLARIS HEALTHCARE EAST ORLANDO,FL,1970-08,0
105784,"MANOR AT BLUE WATER BAY, THE",FL,1970-08,0
105785,THE GARDENS AT DEPUGH,FL,1970-08,0
105786,NURSING & REHABILITATION CENTER OF BAYONET POINT,FL,1970-08,0
105790,SOLARIS SENIOR LIVING NORTH NAPLES,FL,1970-08,0
105791,DELANEY PARK HEALTH AND REHABILITATION CENTER,FL,1970-08,0.35
105792,LIFE CARE CENTER OF WINTER HAVEN,FL,1970-08,0
105793,ROYAL OAKS NURSING AND REHAB CENTER,FL,1970-08,0
105795,ASPIRE AT CORAL BAY,FL,1970-08,0
105796,EDGEWATER AT WATERMAN VILLAGE,FL,1970-08,8.61
105797,GUARDIAN CARE NURSING & REHABILITATION CENTER,FL,1970-08,0
105801,JOSEPH L MORSE HEALTH CENTER INC THE,FL,1970-08,0
105803,"TERRACE OF HIALEAH, THE",FL,1970-08,0
105804,VIVO HEALTHCARE FORT PIERCE,FL,1970-08,0
105805,RADIANT NURSING AND REHAB AT PALATKA,FL,1970-08,0
105807,MADISON HEALTH AND REHABILITATION CENTER,FL,1970-08,0
105808,THE PAVILION AT CRESCENT LAKE,FL,1970-08,0
105809,GOOD SAMARITAN CENTER,FL,1970-08,0
105810,"MIRACLE HILL NURSING & REHABILITATION CENTER, INC",FL,1970-08,0
105812,ROYAL CARE OF AVON PARK,FL,1970-08,0
105813,PARK RIDGE NURSING CENTER,FL,1970-08,0
105816,"LILAC AT BAYVIEW, THE",FL,1970-08,0
105817,PLYMOUTH HARBOR INCORPORATED,FL,1970-08,0
105819,TIFFANY HALL NURSING AND REHAB CENTER,FL,1970-08,0
105820,UNIVERSITY CROSSING,FL,1970-08,4.99
105821,TAYLOR CARE CENTER,FL,1970-08,15.11
105822,GARDENS HEALTHCARE & REHABILITATION CENTER,FL,1970-08,8.84
105824,GREENVILLE NURSING AND REHAB CENTER,FL,1970-08,0
105825,SUWANNEE VALLEY NURSING CENTER,FL,1970-08,0
105826,"PAVILION AT JACKSONVILLE, THE",FL,1970-08,0
105827,FINNISH-AMERICAN VILLAGE,FL,1970-08,0
105828,WATERS EDGE HEALTH AND REHABILITATION,FL,1970-08,0
105831,PALM CITY NURSING & REHAB CENTER,FL,1970-08,0
105834,NORTH BANK CENTER FOR REHABILITATION AND HEALING,FL,1970-08,0
105835,PINE TRAIL NURSING AND REHAB CENTER,FL,1970-08,0
105837,BOYNTON BEACH REHABILITATION CENTER,FL,1970-08,0
105838,EDWARD J HEALEY REHABILITATION AND NURSING CENTER,FL,1970-08,0
105839,"TERRACE OF KISSIMMEE, THE",FL,1970-08,0
105840,EMORY L BENNETT MEMORIAL VETERANS NURSING HOME,FL,1970-08,30.23
105842,CRESCENT HEALTH AND REHABILITATION CENTER,FL,1970-08,27.75
105843,WEST ALTAMONTE NURSING & REHABILITATION CENTER,FL,1970-08,0
105846,BAYA POINTE NURSING AND REHABILITATION CENTER,FL,1970-08,5.55
105849,WRIGHTS HEALTHCARE AND REHABILITATION CENTER,FL,1970-08,4.52
105851,STRATFORD COURT OF BOCA RATON,FL,1970-08,0
105852,BOCA CIRCLE REHABILITATION CENTER,FL,1970-08,0
105854,WESTMINSTER OAKS,FL,1970-08,0
105855,RULEME CENTER,FL,1970-08,15.57
105856,PREMIER PLACE AT THE GLENVIEW,FL,1970-08,3.97
105858,CITRUS HEALTH AND REHABILITATION CENTER,FL,1970-08,0
105859,SOLARIS HEALTHCARE CHARLOTTE HARBOR,FL,1970-08,10.48
105860,CENTURY CENTER FOR REHABILITATION AND HEALING,FL,1970-08,0
105861,NURSING & REHABILITATION CENTER OF MELBOURNE,FL,1970-08,0
105864,PAGE REHABILITATION AND HEALTHCARE CENTER,FL,1970-08,0
105866,PLAZA WEST,FL,1970-08,0
105868,METRO WEST NURSING AND REHAB CENTER,FL,1970-08,0
105870,LIFE CARE CENTER OF CITRUS COUNTY,FL,1970-08,0
105872,TUSKAWILLA NURSING AND REHAB CENTER,FL,1970-08,0
105875,COLONIAL SKILLED NURSING FACILITY LLC,FL,1970-08,0
105878,PINELLAS POINT NURSING AND REHAB CENTER,FL,1970-08,0
105879,WESTMINSTER WINTER PARK,FL,1970-08,7.06
105881,HAWTHORNE CENTER FOR REHABILITATION AND HEALING OF,FL,1970-08,0
105882,WINKLER COURT,FL,1970-08,0
105884,EXCEL CARE CENTER,FL,1970-08,0
105885,VIERA HEALTHCARE AND REHABILITATION CENTER,FL,1970-08,0
105886,SAVANNAH COVE,FL,1970-08,0
105888,ASPIRE AT ST CLOUD,FL,1970-08,0
105891,YBOR CITY CENTER FOR REHABILITATION AND HEALING,FL,1970-08,0
105892,LAKE PARK OF MADISON NURSING AND REHABILITATION CE,FL,1970-08,0
105895,ASPIRE AT SEMINOLE,FL,1970-08,0
105901,WESTMINSTER WOODS ON JULINGTON CREEK,FL,1970-08,3.76
105903,AZURE SHORES REHAB,FL,1970-08,0
105904,ATLANTIC SHORES NURSING AND REHAB CENTER,FL,1970-08,0
105910,CORAL REEF SUBACUTE CARE CENTER LLC,FL,1970-08,100
105911,WESTGATE HEALTH AND REHABILITATION CENTER,FL,1970-08,0
105915,SOLARIS HEALTHCARE DAYTONA,FL,1970-08,0
105917,ASPIRE AT JACKSONVILLE,FL,1970-08,0
105921,GARDENS COURT,FL,1970-08,0
105924,BLOUNTSTOWN HEALTH AND REHABILITATION CENTER,FL,1970-08,6.49
105926,WESTMINSTER SUNCOAST,FL,1970-08,2.16
105927,FOUNTAINS REHABILITATION AT MILL COVE,FL,1970-08,7
105928,LIFE CARE CENTER OF ORANGE PARK,FL,1970-08,0
105930,VILLA HEALTHCARE & REHABILITATION CENTER,FL,1970-08,0
105935,PENSACOLA NURSING & REHABILITATION CENTER,FL,1970-08,7.9
105937,BLUE PALMS HEALTH AND REHABILITATION CENTER OF DEL,FL,1970-08,0
105939,PALMETTO SUBACUTE CARE CENTER,FL,1970-08,0
105949,FLORIDA PRESBYTERIAN HOMES INC,FL,1970-08,0
105951,ASPIRE AT OAKFIELD,FL,1970-08,0
105952,ASPIRE AT GRAND OAKS,FL,1970-08,0
105955,ADVINIA CARE AT VENICE,FL,1970-08,7.62
105959,KR AT COLLEGE HARBOR,FL,1970-08,0
105960,SOLARIS HEALTHCARE WINDERMERE,FL,1970-08,0
105961,SHANDS JACKSONVILLE MEDICAL CENTER,FL,1970-08,0
105962,LIFE CARE CENTER AT WELLS CROSSING,FL,1970-08,0
105963,LAFAYETTE NURSING AND REHABILITATION CENTER,FL,1970-08,0
105965,CAPRI HEALTH AND REHABILITATION CENTER,FL,1970-08,33.45
105966,LARSEN HEALTH CENTER,FL,1970-08,8.38
105967,LAKE BENNET CENTER FOR REHABILITATION & HEALING,FL,1970-08,0
105968,VI AT LAKESIDE VILLAGE,FL,1970-08,0
105970,MARIANNA NURSING AND CARE CENTER,FL,1970-08,10.9
105975,COMMUNITY HEALTH AND REHABILITATION CENTER,FL,1970-08,0
105978,GULF SHORE CARE CENTER,FL,1970-08,0
105979,SOLARIS HEALTHCARE COCONUT CREEK,FL,1970-08,0
105980,LAKESIDE CENTER FOR REHABILITATION AND HEALING,FL,1970-08,0
105982,SUN HARBOR HEALTHCARE,FL,1970-08,100
105983,SARASOTA CENTER FOR NURSING & REHABILITATION,FL,1970-08,0
105985,ASPIRE AT PALM BAY,FL,1970-08,0
105986,SOLARIS HEALTHCARE ZEPHYRHILLS,FL,1970-08,0
105987,HUNTERS CREEK NURSING AND REHAB CENTER,FL,1970-08,0
105995,ADVINIACARE AT NAPLES,FL,1970-08,0
105996,ASPIRE AT SPRING HILL,FL,1970-08,0
105998,VIVO HEALTHCARE WINTER HAVEN,FL,1970-08,0
105999,LIFE CARE CENTER OF OCALA,FL,1970-08,0
106000,ASPIRE ON EVANS,FL,1970-08,0
106002,BEDROCK REHABILITATION AND NURSING CENTER AT WEDGE,FL,1970-08,0
106003,LADY LAKE SPECIALTY CARE CENTER AND REHAB,FL,1970-08,0
106005,WEST DELRAY NURSING & REHAB CENTER,FL,1970-08,0
106006,BALDOMERO LOPEZ MEMORIAL VETERANS NURSING HOME,FL,1970-08,14.26
106007,"FLORIDEAN NURSING AND REHABILITATION CENTER, THE",FL,1970-08,0
106008,OSPREY POINT NURSING CENTER,FL,1970-08,0
106009,CROSS CITY NURSING AND REHABILITATION CENTER,FL,1970-08,0
106011,KISSIMMEE NURSING & REHABILITATION CENTER,FL,1970-08,0
106012,LIFE CARE CENTER OF PORT SAINT LUCIE,FL,1970-08,0
106013,CHATSWORTH AT PGA NATIONAL,FL,1970-08,0
106015,ST. ANDREW POST-ACUTE REHABILITATION CENTER,FL,1970-08,0
106017,ASPIRE AT PALMA SOLA BAY,FL,1970-08,0
106018,GLADES HEALTH CARE CENTER,FL,1970-08,0
106019,"LODGE AT CYPRESS COVE, THE",FL,1970-08,0
106020,EAGLERIDGE HEALTH AND REHABILITATION CENTER,FL,1970-08,0
106021,PONCE HEALTH AND REHABILITATION CENTER,FL,1970-08,0
106022,BROOKDALE PALMER RANCH SNF,FL,1970-08,21.56
106024,SOLARIS HEALTHCARE COLLEGE PARK,FL,1970-08,1.29
106025,LIFE CARE CENTER OF SARASOTA,FL,1970-08,0
106028,ASPIRE AT SHOAL CREEK,FL,1970-08,0
106029,ASPIRE AT LAKE MARY,FL,1970-08,0
106030,WESTMINSTER POINT PLEASANT,FL,1970-08,0
106031,"VICTORIA NURSING & REHABILITATION CENTER, INC.",FL,1970-08,0
106032,ASPIRE AT SARASOTA,FL,1970-08,0
106033,ST PETERSBURG NURSING & REHABILITATION,FL,1970-08,0
106034,JACKSON GARDENS HEALTH AND REHABILITATION CENTER,FL,1970-08,0
106035,INN AT SARASOTA BAY CLUB,FL,1970-08,7.25
106036,GROVE HEALTHCARE AND REHABILITATION CENTER AND REH,FL,1970-08,0
106038,"ALEXANDER ""SANDY"" NININGER STATE VETERANS NURSING",FL,1970-08,0
106040,WESTMINSTER ST AUGUSTINE,FL,1970-08,13.08
106041,HARBOURWOOD POST-ACUTE AND REHABILITATION CENTER,FL,1970-08,0
106042,FREEDOM SQUARE HEALTH CARE CENTER,FL,1970-08,0
106043,RIVERCHASE HEALTH AND REHABILITATION CENTER,FL,1970-08,8.64
106045,BRYNWOOD HEALTH AND REHABILITATION CENTER,FL,1970-08,0
106046,TERRACE HEALTHCARE & REHABILITATION CENTER,FL,1970-08,0
106047,LIFE CARE CENTER AT INVERRARY,FL,1970-08,0
106048,PRUITTHEALTH - SANTA ROSA,FL,1970-08,0
106049,LIFE CARE CENTER OF NEW PORT RICHEY,FL,1970-08,0
106051,"CORAL BAY AT PENSACOLA, LLC",FL,1970-08,1.2
106052,HAVEN OF OUR LADY OF PEACE,FL,1970-08,17.74
106053,SUNNYSIDE NURSING HOME,FL,1970-08,0
106055,NORTHWEST FLORIDA COMMUNITY HOSPITAL (SNU),FL,1970-08,0
106056,CLIFFORD CHESTER SIMS STATE VETERANS NURSING HOME,FL,1970-08,12.26
106057,LIFE CARE CENTER OF ESTERO,FL,1970-08,0
106058,WOODLAND GROVE HEALTHCARE & REHABILITATION CENTER,FL,1970-08,12.32
106059,DOUGLAS JACOBSON STATE VETERANS NURSING HOME,FL,1970-08,14.02
106060,LIFE CARE CENTER OF PALM BAY,FL,1970-08,0
106061,RIDGECREST HEALTHCARE AND REHABILITATION CENTER,FL,1970-08,3.46
106062,BENTLEY CARE CENTER,FL,1970-08,0
106063,GLENRIDGE ON PALMER RANCH INC.,FL,1970-08,0
106064,LIFE CARE CENTER OF JACKSONVILLE,FL,1970-08,0
106065,ISLE HEALTHCARE & REHABILITATION CENTER,FL,1970-08,4.61
106066,OAK HAMMOCK AT THE UNIVERSITY OF FLORIDA INC,FL,1970-08,14.95
106067,"NURSING CENTER AT LA POSADA, THE",FL,1970-08,0.93
106068,LAKEVIEW TERRACE REHAB AND HEALTH CARE CENTER,FL,1970-08,3.64
106069,LAKE WALES WELLNESS AND REHABILITATION CENTER,FL,1970-08,0.59
106070,DESOTO HEALTH AND REHAB,FL,1970-08,0
106072,VILLAGE PLACE HEALTHCARE AND REHABILITATION CENTER,FL,1970-08,0
106073,LIFE CARE CENTER OF PENSACOLA,FL,1970-08,0
106074,ASPIRE AT KISSIMMEE GARDENS,FL,1970-08,0
106075,GARDEN VIEW HEALTH AND REHABILITATION CENTER,FL,1970-08,0
106076,VI AT AVENTURA,FL,1970-08,0
106077,MOOSEHAVEN,FL,1970-08,0
106079,TRINITY REGIONAL REHAB CENTER,FL,1970-08,1.86
106080,VILLA MARIA WEST SKILLED NURSING FACILITY,FL,1970-08,0
106081,ARABELLA HEALTH & WELLNESS OF CARRABELLE,FL,1970-08,0
106083,FREEDOM POINTE HEALTH CENTER,FL,1970-08,0
106084,"AVANTE AT OCALA, INC",FL,1970-08,0
106085,BAY VILLAGE OF SARASOTA,FL,1970-08,12.92
106086,ASTORIA HEALTH AND REHABILITATION CENTER,FL,1970-08,0
106088,CLYDE E LASSEN STATE VETERANS NURSING HOME,FL,1970-08,26.13
106089,PALM VISTA NURSING AND REHABILITATION CENTER,FL,1970-08,14.12
106090,BENDERSON FAMILY SKILLED NURSING AND REHAB CENTER,FL,1970-08,6.95
106091,LUXE AT WELLINGTON REHABILITATION CENTER THE,FL,1970-08,4.82
106092,"CRYSTAL HEALTH AND REHAB CENTER, LLC",FL,1970-08,0
106093,LUXE AT LUTZ REHABILITATION CENTER (THE),FL,1970-08,29.42
106094,RIVIERA HEALTH RESORT,FL,1970-08,0
106095,CLUB HEALTHCARE AND REHABILITATION CENTER AT THE V,FL,1970-08,0
106096,"PAVILION FOR HEALTH CARE, THE",FL,1970-08,0
106097,HIDDEN LAKES SENIOR LIVING COMMUNITY,FL,1970-08,0
106098,HAWTHORNE CENTER FOR REHAB & HEALING  OF SARASOTA,FL,1970-08,0
106099,"VILLAGES HEALTHCARE AND REHABILITATION CENTER, THE",FL,1970-08,0
106100,UNIVERSITY HEALTH AND REHABILITATION CENTER,FL,1970-08,0
106102,SARASOTA POINT REHABILITATION CENTER,FL,1970-08,0
106103,GULFPORT NURSING CENTER,FL,1970-08,0
106104,RENAISSANCE AT THE TERRACES,FL,1970-08,0
106105,SKYTOP VIEW REHABILITATION CENTER,FL,1970-08,24.38
106106,GLADES WEST REHABILITATION AND NURSING C,FL,1970-08,0
106108,OAKTON PLACE HEALTH AND REHABILITATION AT THE ARLI,FL,1970-08,0
106109,KINDRED HOSPITAL SOUTH FLORIDA HOLLYWOOD,FL,1970-08,0
106110,CHILDRENS COMPREHENSIVE CARE CENTER INC,FL,1970-08,0
106111,HEALTH CENTER AT SINAI RESIDENCES,FL,1970-08,0
106112,TAMPA LAKES HEALTH AND REHABILITATION CENTER,FL,1970-08,0
106113,LEE MEMORIAL HOSPITAL SKILLED NURSING UNIT,FL,1970-08,0
106114,BUFFALO CROSSINGS HEALTHCARE & REHABILITATION CEN,FL,1970-08,15.39
106115,BRIDGEWATER PARK HEALTH & REHABILITATION CENTER,FL,1970-08,0
106116,ASPIRE AT BRYAN DAIRY,FL,1970-08,0
106117,OLIVE BRANCH HEALTH AND REHABILITATION CENTER,FL,1970-08,0
106118,WESTMINSTER BALDWIN PARK,FL,1970-08,0
106119,SOLARIS HEALTHCARE WATERMAN,FL,1970-08,0
106120,SCOTT LAKE HEALTH AND REHABILITATION CENTER,FL,1970-08,0
106121,PRUITTHEALTH - PANAMA CITY,FL,1970-08,0
106122,GULF COAST MEDICAL CENTER SKILLED NURSING UNIT,FL,1970-08,0
106123,VIERA DEL MAR HEALTH AND REHABILITATION CENTER,FL,1970-08,4.03
106124,PRUITTHEALTH - FLEMING ISLAND,FL,1970-08,0
106125,ADVENTHEALTH DADE CITY,FL,1970-08,0
106126,BEDROCK REHABILITATION AND NURSING CENTER AT LAKE,FL,1970-08,1.65
106127,SOLARIS HEALTHCARE CELEBRATION,FL,1970-08,0
106128,MIAMI SPRINGS NURSING AND REHABILITATION CENTER,FL,1970-08,0
106129,GARDENS AT TERRACINA HEALTH & REHABILITATION,FL,1970-08,7.55
106130,ORLANDO HEALTH CENTER FOR REHABILITATION,FL,1970-08,0
106131,SIERRA LAKES NURSING & REHABILITATION CENTER,FL,1970-08,0
106132,SOUTH DADE NURSING AND REHABILITATION CENTER,FL,1970-08,0
106133,NORTH DADE NURSING AND REHABILITATION CENTER,FL,1970-08,0
106134,LAKES OF CLERMONT HEALTH AND REHABILITATION CENTER,FL,1970-08,2.88
106135,DOLPHIN POINTE HEALTH CARE CENTER,FL,1970-08,8.51
106136,DE LUNA HEALTH AND REHABILITATION CENTER,FL,1970-08,0
106137,THE PRESERVE,FL,1970-08,19.61
106138,"BRIDGEWALK ON HARDEN HEALTH AND REHABILITATION, LL",FL,1970-08,0
106139,CHATHAM GLEN HEALTHCARE AND REHABILITATION CENTER,FL,1970-08,0
106140,PRUITTHEALTH - SOUTHWOOD,FL,1970-08,0
106142,RIVER CITY NURSING AND REHAB CENTER,FL,1970-08,0
106143,MIDDLEBURG REHABILITATION AND NURSING CENTER,FL,1970-08,0
106144,APOPKA HEALTH AND REHABILITATION CENTER,FL,1970-08,0.43
106145,OAK HILL HEALTH & REHABILITATION,FL,1970-08,0
106146,THE CLUB AT LAKE GIBSON,FL,1970-08,0
106147,BLUE HERON HEALTH AND REHABILITATION,FL,1970-08,0
106148,LUXE AT JUPITER REHABILITATION CENTER (THE),FL,1970-08,0.19
106149,MAGNOLIA RIDGE HEALTH AND REHABILITATION CENTER,FL,1970-08,0
106150,"PRUITTHEALTH-NORTH TAMPA, LLC",FL,1970-08,0
106151,ALWYN C CASHE STATE VETERANS NURSING HOME,FL,1970-08,39.18
106152,DESTINATION HEALTH AND REHABILITATION CENTER,FL,1970-08,0
106153,LEGACY POINTE AT UCF,FL,1970-08,28.84
106155,VICTORIA CROSSING REHABILITATION CENTER,FL,1970-08,0
115002,A.G. RHODES HOME WESLEY WOODS,GA,1970-08,3.44
115004,MAGNOLIA MANOR METHODIST NSG C,GA,1970-08,0.93
115005,PARK PLACE NURSING FACILITY,GA,1970-08,3.13
115012,HARBORVIEW DECATUR,GA,1970-08,22.5
115020,"BELL MINOR HOME, THE",GA,1970-08,18.13
115022,"WILLIAM BREMAN JEWISH HOME, THE",GA,1970-08,4.29
115025,GLENWOOD HEALTH CENTER BY HARBORVIEW,GA,1970-08,4.46
115039,MILLER NURSING HOME,GA,1970-08,0
115040,"CENTER FOR ADVANCED REHAB AT PARKSIDE, THE",GA,1970-08,4.33
115044,AZALEA HEALTH CENTER BY HARBORVIEW,GA,1970-08,0
115045,MAGNOLIA MANOR OF COLUMBUS NURSING CENTER - WEST,GA,1970-08,17.38
115090,BROWN HEALTH AND REHABILITATION,GA,1970-08,0
115099,NEW HORIZONS HABERSHAM,GA,1970-08,34.97
115104,NHC HEALTHCARE ROSSVILLE,GA,1970-08,0
115106,EFFINGHAM CARE & REHABILITATION CENTER,GA,1970-08,0
115110,BUCKHEAD CENTER FOR NURSING AND HEALING,GA,1970-08,20.41
115115,"TOWER ROAD POST ACUTE, LLC",GA,1970-08,7.94
115120,SAVANNAH POST ACUTE LLC,GA,1970-08,0
115124,MAGNOLIA MANOR OF COLUMBUS NURSING CENTER - EAST,GA,1970-08,6.37
115129,NURSE CARE OF BUCKHEAD,GA,1970-08,0
115132,ABERCORN REHABILITATION CENTER,GA,1970-08,0
115138,NEWNAN HEALTH AND REHABILITATION,GA,1970-08,0
115144,RIVERDALE CENTER FOR NURSING AND HEALING,GA,1970-08,0
115145,ANDERSON MILL CENTER FOR NURSING AND HEALING LLC,GA,1970-08,0
115146,ORCHARD VIEW REHABILITATION & SKILLED NURSING CTR,GA,1970-08,26.1
115147,"PRUITTHEALTH - RICHMOND, LLC",GA,1970-08,0
115206,MARIETTA CENTER FOR NURSING AND HEALING,GA,1970-08,0
115246,DECATUR CENTER FOR NURSING AND HEALING LLC,GA,1970-08,0
115258,WELLSTAR PAULDING NURSING CTR,GA,1970-08,0
115262,APPLING NURSING AND REHABILITATION PAVILION,GA,1970-08,0
115264,CALHOUN NURSING HOME,GA,1970-08,0
115265,HARBORVIEW SATILLA,GA,1970-08,0
115266,ARCHBOLD LIVING CAMILLA,GA,1970-08,0
115270,PERIMETER REHABILITATION SUITES BY HARBORVIEW,GA,1970-08,31.99
115271,EARLY MEMORIAL NURSING FACILITY,GA,1970-08,0
115272,JOE-ANNE BURGIN HEALTH AND REHABILITATION,GA,1970-08,0
115273,DOUGLASVILLE NURSING AND REHABILITATION CENTER,GA,1970-08,0
115275,"A.G. RHODES HOME, INC, THE",GA,1970-08,2.31
115276,PRUITTHEALTH - MARIETTA,GA,1970-08,0
115277,FLORENCE HAND HOME,GA,1970-08,0
115279,HIGH SHOALS HEALTH AND REHABILITATION,GA,1970-08,0
115280,CHATSWORTH HEALTH CARE CENTER,GA,1970-08,55.64
115283,EAST COBB CENTER FOR NURSING AND HEALING LLC,GA,1970-08,0
115287,CHULIO HILLS HEALTH AND REHAB,GA,1970-08,40.35
115288,PRUITTHEALTH - MACON,GA,1970-08,0
