PROVIDER_ID,PROVIDER_NAME,STATE,BASELINE_READMISSION_RATE,PERFORMANCE_READMISSION_RATE
415010,SAINT ELIZABETH HOME EAST GREENWICH,RI,0.17976,0.19021
106015,ST. ANDREW POST-ACUTE REHABILITATION CENTER,FL,0.20833,0.19022
315346,N J VETERANS MEM HOME PARAMUS,NJ,0.1797,0.19022
255174,DIVERSICARE OF MOSS POINT,MS,0.23328,0.19022
185262,MADISON HEALTH AND REHABILITATION CENTER,KY,0.18387,0.19022
056238,WINDSOR VALLEJO NURSING & REHABILITATION CENTER,CA,0.18366,0.19023
055755,SHARON CARE CENTER,CA,0.21302,0.19024
555630,HILLCREST HEIGHTS HEALTHCARE CENTER,CA,0.17587,0.19026
335637,BROOKLYN-QUEENS NURSING HOME,NY,0.21213,0.19026
175260,GOOD SAMARITAN SOCIETY - HUTCHINSON VILLAGE,KS,0.19812,0.19026
185151,RIVERVIEW HEALTH CARE CENTER,KY,0.20892,0.19027
365272,RIVERVIEW,OH,0.24445,0.19029
535057,GOSHEN HEALTHCARE COMMUNITY,WY,,0.1903
455965,TEXHOMA CHRISTIAN CARE CENTER INC,TX,0.17275,0.1903
375412,"IGNITE MEDICAL RESORT OKC, LLC",OK,0.21904,0.19031
676152,"SEVEN ACRES JEWISH SENIOR CARE SERVICES, INC",TX,0.18847,0.19032
235548,"INN AT FREEDOM VILLAGE, THE",MI,0.17364,0.19032
335764,IROQUOIS NURSING HOME INC,NY,0.14061,0.19033
335647,"WILLIAMSVILLE SUBURBAN, L L C",NY,0.2071,0.19034
115612,WARNER ROBINS REHABILITATION CENTER,GA,0.22313,0.19034
505324,LIFE CARE CENTER OF PUYALLUP,WA,0.17082,0.19034
205159,SEDGEWOOD COMMONS,ME,0.19297,0.19035
265625,ST ANDREW'S AT NEW FLORENCE,MO,0.18783,0.19035
675664,SUNNY SPRINGS NURSING & REHAB,TX,0.18238,0.19035
145547,DEKALB COUNTY REHAB & NURSING,IL,0.17333,0.19036
675162,BRIARCLIFF NURSING AND REHABILITATION CENTER,TX,0.20514,0.19038
105584,SARASOTA MEMORIAL NURSING & REHABILITATION CENTER,FL,0.18897,0.19038
345418,SWANNANOA VALLEY HEALTH AND REHABILITATION,NC,0.18468,0.19039
425032,MAGNOLIA MANOR - INMAN,SC,0.1863,0.1904
115353,RIVERSIDE HEALTH AND REHABILITATION,GA,0.20153,0.19041
335229,PUTNAM NURSING & REHABILITATION CENTER,NY,0.18604,0.19041
395575,"GARDENS AT STEVENS, THE",PA,0.18417,0.19042
015176,"CROSSVILLE HEALTH AND REHABILITATION, LLC",AL,0.17004,0.19042
235261,SKLD LEONARD,MI,0.1987,0.19044
535040,DOUGLAS CARE CENTER LLC,WY,,0.19044
185392,WOODLAND OAKS,KY,0.19126,0.19044
315423,"HAMILTON GROVE HEALTHCARE AND REHABILITATION, LLC",NJ,0.18221,0.19045
065404,SLOAN'S LAKE REHABILITATION CENTER,CO,0.21314,0.19045
265646,LA BELLE MANOR CARE CENTER,MO,0.20587,0.19046
345119,NORTHCHASE NURSING AND REHABILITATION CENTER,NC,0.16623,0.19047
515173,E.A. HAWSE HEALTHCARE CENTER,WV,0.18599,0.19048
155181,CARMEL HEALTH & LIVING COMMUNITY,IN,0.17723,0.19048
105637,MARIANNA HEALTH AND REHABILITATION CENTER,FL,0.19793,0.19049
165288,ATLANTIC SPECIALTY CARE,IA,0.19317,0.1905
525668,NEWCASTLE PLACE,WI,0.1968,0.19052
165597,"EDGEWATER, A WESLEYLIFE COMMUNITY",IA,0.20815,0.19052
155160,STONEBROOKE REHABILITATION CENTER,IN,0.17559,0.19052
035244,GOOD SAMARITAN SOCIETY-PRESCOTT VALLEY,AZ,0.21939,0.19053
155120,BRICKYARD HEALTHCARE - BRANDYWINE CARE CENTER,IN,0.17208,0.19053
676237,THE BELMONT AT TWIN CREEKS,TX,0.20698,0.19053
235177,HARTFORD NURSING & REHABILITATION CENTER,MI,0.21516,0.19054
525403,CLARK COUNTY REHABILITATION & LIVING CENTER,WI,0.19013,0.19054
105566,PALM GARDEN OF WINTER HAVEN,FL,0.1902,0.19054
345061,PRUITTHEALTH-DURHAM,NC,0.20044,0.19058
435083,THE NEIGHBORHOODS AT BROOKVIEW,SD,0.19087,0.1906
395597,PICKERING MANOR HOME,PA,0.22229,0.19061
115110,BUCKHEAD CENTER FOR NURSING AND HEALING,GA,0.18227,0.19061
145678,BELLA TERRA SCHAUMBURG,IL,0.17978,0.19062
105587,ASPIRE AT COUNTRYSIDE,FL,0.19519,0.19062
285231,SOUTH HAVEN LIVING CENTER,NE,0.18825,0.19062
015326,"PARK MANOR HEALTH AND REHABILITATION, LLC",AL,0.19521,0.19062
465066,SANDSTONE TAYLORSVILLE,UT,0.20238,0.19063
165578,PREMIER ESTATES OF MUSCATINE,IA,0.18224,0.19064
265258,BELLEVIEW VALLEY NURSING HOME,MO,,0.19064
315294,CREST HAVEN NURSING AND REHABILITATION CENTER,NJ,0.22934,0.19065
045191,GOOD SAMARITAN SOCIETY - HOT SPRINGS VILLAGE,AR,0.18492,0.19065
235515,LAKEVIEW MANOR HEALTHCARE CENTER,MI,0.21316,0.19067
055203,SUNNY VILLAGE CARE CENTER,CA,0.18694,0.19067
215341,LORIEN NSG & REHAB CTR BELAIR,MD,0.20177,0.19067
365865,MAIN STREET CARE CENTER,OH,0.19293,0.19067
045303,"CRESTPARK STUTTGART, LLC",AR,0.18798,0.19068
305091,COLONIAL POPLIN NURSING HOME,NH,0.19222,0.19068
165322,COTTAGE GROVE PLACE,IA,0.21406,0.1907
345530,PENN NURSING CENTER,NC,0.22512,0.1907
335190,JEWISH HOME OF CENTRAL NEW YORK,NY,0.18336,0.1907
365232,VANCREST OF ST MARY'S,OH,,0.1907
345336,SIGNATURE HEALTHCARE OF ROANOKE RAPIDS,NC,0.21733,0.19071
365632,MAJORA LANE CTR FOR REHAB & NSG CARE INC,OH,0.18805,0.19071
225334,OAKDALE REHABILITATION & SKILLED NURSING CENTER,MA,0.21563,0.19072
145835,BELLA TERRA WHEELING,IL,0.1797,0.19073
015164,CHOCTAW HEALTH AND REHAB,AL,0.19788,0.19074
555088,FIDELITY HEALTH CARE,CA,0.18465,0.19074
265856,FAIR VIEW HEALTH CARE CENTER,MO,0.19966,0.19076
555745,BAYSHIRE CARLSBAD,CA,0.20174,0.19076
676253,LEGEND OAKS HEALTHCARE AND REHABILITATION - ENNIS,TX,0.18826,0.19076
145713,MOMENCE MEADOWS NURSING & REHAB,IL,0.20171,0.19076
075338,ARK HEALTHCARE & REHABILITATION AT GOVERNOR'S HOUS,CT,0.1714,0.19076
195509,OUR LADY OF WISDOM COMMUNITY CARE CENTER,LA,0.19277,0.19076
225133,BLUEBERRY HILL REHABILITATION AND HEALTHCARE CTR,MA,0.22396,0.19077
155784,CREEKSIDE VILLAGE,IN,0.15664,0.19077
106060,LIFE CARE CENTER OF PALM BAY,FL,0.17249,0.19077
045269,GARDNER NURSING AND REHABILITATION,AR,0.21868,0.19078
085017,WILLOWBROOKE COURT AT COKESBURY VILLAGE,DE,0.18318,0.19079
235244,CHRISTIAN PARK HEALTH CARE CENTER,MI,0.1911,0.19079
355024,THE MEADOWS ON UNIVERSITY,ND,0.20205,0.19081
135138,TETON HEALTHCARE OF CASCADIA,ID,0.15841,0.19081
155693,SILVER OAKS HEALTH CAMPUS,IN,0.20976,0.19083
335716,GLEN COVE CENTER FOR NURSING AND REHABILITATION,NY,0.19225,0.19083
396140,REHABILITATION CENTER AT BRETHREN VILLAGE LLC,PA,0.17773,0.19083
335587,"SUNSET NURSING AND REHABILITATION CENTER, INC",NY,0.18645,0.19084
366239,CRYSTAL CARE CENTER OF ASHLAND,OH,0.21214,0.19084
235430,THE NEIGHBORHOODS OF WHITE LAKE,MI,0.22773,0.19085
675145,BUENA VIDA NURSING AND REHAB ODESSA,TX,0.20274,0.19085
015371,HERITAGE HEALTH CARE & REHAB INC,AL,0.18543,0.19086
065243,DURANGO HEALTH AND REHABILITATION,CO,0.17384,0.19086
395451,INNERS CREEK SKILLED NURSING AND REHABILITATION CE,PA,0.17914,0.19086
555673,ASBURY PARK NURSING & REHABILITATION CENTER,CA,0.19252,0.19086
525262,FORT ATKINSON CARE CENTER,WI,,0.19087
495236,CHELSEA REHABILITATION AND HEALTHCARE CENTER,VA,0.19257,0.19088
366450,JAMESTOWNE REHABILITATION,OH,0.2147,0.19089
335211,GLENGARIFF HEALTH CARE CENTER,NY,0.19309,0.19089
305070,SAINT FRANCIS REHABILITATION AND NURSING CENTER,NH,0.21654,0.1909
155659,SELLERSBURG HEALTHCARE CENTER,IN,0.20732,0.19092
445260,DIVERSICARE OF OAK RIDGE,TN,0.20633,0.19093
335380,NORTHERN METROPOLITAN RES HEALTH CARE FACILITY INC,NY,0.20443,0.19093
185234,CALVERT CITY CONVALESCENT CENTER,KY,0.18788,0.19094
676219,WINDCREST HEALTH & REHABILITATION,TX,0.17291,0.19094
065183,PROGRESSIVE CARE CENTER,CO,0.18468,0.19095
525611,PORTAGE CTY HLTH CARE CTR,WI,0.17399,0.19095
395422,PENNKNOLL VILLAGE,PA,0.1869,0.19095
145571,CEDAR RIDGE HEALTH & REHAB CTR,IL,0.20755,0.19097
365287,ALTERCARE OF CUYAHOGA FALLS CTR FOR REHAB & NURSIN,OH,0.18687,0.19097
155478,TIMBERS OF JASPER THE,IN,0.19998,0.19098
165612,TRINITY CENTER AT LUTHER PARK,IA,0.2028,0.19098
366103,WELSH HOME THE,OH,0.2333,0.19099
535056,SAGE VIEW CARE CENTER,WY,0.18299,0.19099
105820,UNIVERSITY CROSSING,FL,0.23572,0.19099
375372,CHOCTAW NATION NURSING HOME,OK,0.25134,0.19101
055105,ROYAL VISTA CARE CENTER,CA,0.20712,0.19101
305080,EPSOM HEALTHCARE CENTER,NH,0.20167,0.19102
045148,CAVE CITY NURSING HOME INC,AR,0.2049,0.19103
285271,NORTHFIELD RETIREMENT COMMUNITIES CARE CENTER,NE,0.19869,0.19105
105855,RULEME CENTER,FL,0.17507,0.19105
495139,LIFE CARE CENTER OF NEW MARKET,VA,0.22254,0.19106
275124,PIONEER CARE AND REHABILITATION,MT,0.17402,0.19107
145456,LAKESIDE HEALTH & REHAB CENTER,IL,0.20085,0.19107
555742,DESERT MOUNTAIN CARE CENTER,CA,0.20235,0.19108
065181,VALLEY VIEW VILLA,CO,0.17838,0.19108
265405,LIFE CARE CENTER OF BROOKFIELD,MO,0.18877,0.19109
155152,MONTICELLO HEALTHCARE,IN,0.18597,0.1911
265198,TWIN PINES ADULT CARE CENTER,MO,0.21549,0.19112
445268,"LEBANON CENTER FOR REHABILITATION AND HEALING, LLC",TN,0.19081,0.19113
355125,GOOD SAMARITAN SOCIETY AUGUSTA PLACE A PROSPERA CO,ND,0.17294,0.19113
395717,LINWOOD NURSING AND REHABILITATION CENTER,PA,0.19056,0.19113
425160,ROLLING GREEN VILLAGE,SC,0.19771,0.19113
495345,LANCASHIRE NURSING & REHABILITATION CENTER,VA,0.20205,0.19114
305020,HANOVER TERRACE HEALTH AND REHABILITATION CENTER,NH,0.1733,0.19114
425105,MILLENNIUM POST ACUTE REHABILITATION,SC,0.19118,0.19115
155475,TOWNE HOUSE RETIREMENT COMMUNITY,IN,0.2139,0.19117
555870,BELLA VISTA HEALTH CENTER,CA,0.1699,0.19119
335196,SILVER LAKE SPECIALIZED REHAB AND CARE CENTER,NY,0.21121,0.19119
335231,"EXCEL AT WOODBURY FOR REHAB AND NURSING, L L C",NY,0.18423,0.19119
495363,FAIRMONT CROSSING HEALTH AND REHAB CENTER,VA,0.19979,0.19119
495294,PULASKI HLTH & REHAB CNTR,VA,0.21895,0.19119
135068,PARKE VIEW REHABILITATION & CARE CENTER,ID,0.19937,0.19119
185218,SOMERSET NURSING AND REHABILITATION FACILITY,KY,0.19797,0.1912
115468,PRUITTHEALTH - BLUE RIDGE,GA,0.19285,0.1912
555797,GORDON LANE CARE CENTER,CA,0.18232,0.19121
185180,SIGNATURE HEALTHCARE AT NORTH HARDIN REHAB & WELLN,KY,0.19156,0.19121
225421,AYER VALLEY REHAB AND NURSING,MA,0.1789,0.19121
366192,LUTHERAN VILLAGE AT WOLFCREEK,OH,0.20982,0.19121
106041,HARBOURWOOD POST-ACUTE AND REHABILITATION CENTER,FL,0.19004,0.19122
525419,CHIPPEWA MANOR NURSING AND REHABILITATION,WI,0.19537,0.19122
205065,RIVER RIDGE CENTER,ME,0.17916,0.19124
115629,PRUITTHEALTH - SYLVESTER,GA,0.2024,0.19124
315267,ABIGAIL HOUSE FOR NURSING & REHABILITATION,NJ,0.17123,0.19125
265169,PIONEER SKILLED NURSING CENTER,MO,0.18216,0.19125
555118,ALMOND VISTA HEALTHCARE,CA,0.21811,0.19126
105480,ASPIRE AT ROSEWOOD,FL,0.20945,0.19127
335873,HELEN HAYES HOSPITAL T C U,NY,0.15991,0.19127
445435,WOODBURY HEALTH AND REHABILITATION CENTER,TN,0.2206,0.19127
175522,MEDICALODGES GREAT BEND,KS,0.19251,0.19128
165447,MIDLANDS LIVING CENTER L L C,IA,0.18837,0.19128
255320,LANDMARK NURSING AND REHAB CENTER,MS,0.19699,0.19129
335859,GOOD SHEPHERD VILLAGE AT ENDWELL,NY,,0.19129
165423,"ACCURA HEALTHCARE OF AMES, LLC",IA,0.21378,0.19129
245366,HILLTOP HEALTHCARE REHABILITATION AND SKILLED NURS,MN,0.21523,0.1913
445111,"HEALTH CENTER AT STANDIFER PLACE, THE",TN,0.19662,0.19132
195639,LOUISIANA EXTENDED CARE HOSPITAL OF LAFAYETTE,LA,,0.19132
075310,"COLONIAL HEALTH & REHAB CENTER OF PLAINFIELD, LLC",CT,0.20971,0.19132
285134,LIFE CARE CENTER OF ELKHORN,NE,0.20778,0.19132
395670,WECARE AT MONROEVILLE REHABILITATION AND NSG CTR,PA,0.18446,0.19132
415104,ROBERTS HEALTH CENTRE INC,RI,0.22636,0.19133
365344,LUXE REHABILITATION AND CARE CENTER,OH,0.2326,0.19133
095014,WASHINGTON CTR FOR AGING SVCS,DC,0.16361,0.19133
035127,"HAVEN HEALTH PRESCOTT, LLC",AZ,0.18563,0.19134
015031,MITCHELL-HOLLINGSWORTH NURSING & REHABILITATION,AL,0.17182,0.19134
205187,PIPER SHORES,ME,0.19139,0.19134
525330,MIDDLETON VILLAGE NURSING AND REHAB,WI,0.17341,0.19135
465097,SANDSTONE AMERICAN FORK,UT,0.17539,0.19135
395462,BROOKMONT HEALTHCARE AND REHABILITATION CENTER,PA,0.18298,0.19135
555706,DEL AMO GARDENS CARE CENTER,CA,0.19219,0.19136
035249,THE GARDENS REHAB & CARE CENTER,AZ,0.20104,0.19136
335067,APEX REHABILITATION & CARE CENTER,NY,0.19316,0.19137
185211,SIGNATURE HEALTHCARE OF MCCREARY COUNTY REHAB & WE,KY,0.21856,0.19137
055748,SUNSET PARK HEALTHCARE,CA,,0.19138
195279,HERITAGE MANOR OF MANDEVILLE,LA,0.21882,0.19138
075275,GRIMES CENTER,CT,0.21054,0.19138
495327,FOREST HILL HEALTH & REHABILITATION,VA,0.18215,0.19139
345350,COURTLAND TERRACE,NC,0.20595,0.19139
035255,PALM VALLEY POST ACUTE,AZ,0.20052,0.1914
155775,CUMBERLAND POINTE HEALTH CAMPUS,IN,0.21974,0.1914
165618,GRAND MEADOWS,IA,0.1987,0.19142
265492,CHAFFEE NURSING CENTER,MO,0.19633,0.19142
215013,ST. MARY'S NURSING CENTER INC,MD,0.18261,0.19143
395698,GUARDIAN HEALTHCARE MEADOWCREST,PA,,0.19144
445216,WILLOW BRANCH HEALTH AND REHABILITATION,TN,0.18141,0.19144
215224,AUTUMN LAKE HEALTHCARE AT SILVER SPRING,MD,0.18939,0.19145
375123,MEMORIAL HEIGHTS NURSING CENTER,OK,0.19511,0.19146
105577,PALM GARDEN OF ORLANDO,FL,0.22116,0.19146
285119,DUNKLAU GARDENS,NE,0.1615,0.19147
245283,THE WATERVIEW PINES LLC,MN,0.20765,0.19147
676358,THE VILLAGES ON MACARTHUR,TX,0.17461,0.19147
165293,SOUTHERN HILLS SPECIALTY CARE,IA,0.20043,0.19148
395828,"MAPLE HEIGHTS HEALTH & REHAB CENTER, LLC",PA,0.19479,0.19148
495419,COVENANT WOODS NURSING HOME,VA,0.18607,0.19148
335249,CAYUGA NURSING AND REHABILITATION CENTER,NY,0.19778,0.19148
215321,JULIA MANOR NURSING AND REHABILITATION  CENTER,MD,0.15764,0.19148
675892,GULF POINTE PLAZA,TX,0.20345,0.19149
375135,EMERALD CARE CENTER SOUTHWEST LLC,OK,0.19039,0.19149
056039,MIRAGE POST ACUTE,CA,0.1868,0.19149
045410,"LEGACY HEIGHTS NURSING AND REHAB, LLC",AR,0.18153,0.1915
445197,"QUINCE NURSING AND REHABILITATION CENTER, LLC",TN,0.19927,0.1915
155455,WESLEYAN HEALTH CARE CENTER,IN,0.1739,0.19151
455480,HERITAGE CONVALESCENT CENTER,TX,0.19538,0.19152
395342,HOPKINS CENTER,PA,0.20836,0.19152
175157,LIFE CARE CENTER OF ANDOVER,KS,0.19103,0.19153
235069,PINECREST MEDICAL CARE FACILITY,MI,0.17621,0.19155
385218,MARQUIS VERMONT HILLS,OR,0.18285,0.19155
365887,SERENITY SPRING SENIOR LIVING AT ARLINGTON,OH,0.19682,0.19156
676414,MID VALLEY NURSING & REHABILITATION,TX,0.19964,0.19157
676472,SUNDANCE INN HEALTH CENTER,TX,,0.19159
555635,COURTYARD CARE CENTER,CA,,0.1916
495206,NORTHERN CARDINAL REHABILITATION AND NURSING,VA,0.20149,0.1916
676378,SORRENTO,TX,0.23879,0.1916
345298,THE LAURELS OF PENDER,NC,0.15713,0.1916
375561,ST. ANN'S SKILLED NURSING AND THERAPY,OK,0.22715,0.19161
345260,ROCKY MOUNT REHABILITATION CENTER,NC,0.25874,0.19162
675439,MULLICAN CARE CENTER,TX,0.18658,0.19165
555688,"ANAHEIM POINT HEALTHCARE & WELLNESS CENTRE, LP",CA,0.21067,0.19165
215277,PEACE HEALTHCARE AT MOUNTAIN CITY,MD,0.18102,0.19165
215054,TOWSON  REHABILITATION AND HEALTHCARE CENTER,MD,0.19173,0.19166
495107,PINEY FOREST HEALTH AND REHABILITATION CENTER,VA,0.22136,0.19167
075381,WATER'S EDGE CENTER FOR HEALTH & REHAB,CT,0.18784,0.19168
185249,SIGNATURE HEALTHCARE AT JACKSON MANOR REHAB & WELL,KY,0.21597,0.19168
335831,FULTON COMMONS CARE CENTER INC,NY,0.1593,0.19169
505361,AMERICANA HEALTH & REHAB CTR,WA,0.2009,0.1917
235720,WELLBRIDGE OF PINCKNEY,MI,0.17555,0.1917
335493,CONCOURSE REHABILITATION AND NURSING CENTER INC,NY,0.17671,0.1917
265876,ARROWHEAD SENIOR LIVING COMMUNITY,MO,0.19629,0.19171
055704,ANGELS NURSING HEALTH CENTER,CA,0.16121,0.19171
115287,CHULIO HILLS HEALTH AND REHAB,GA,0.23287,0.19172
115375,RIVERSIDE HEALTH CARE CENTER,GA,0.21774,0.19172
195624,RESTHAVEN LIVING CENTER,LA,0.20428,0.19173
245312,FLAGSTONE,MN,,0.19174
495409,ABINGDON HEALTH CARE LLC,VA,0.15884,0.19175
395867,LAKEVIEW HEALTHCARE AND REHAB,PA,0.22766,0.19175
335687,SALEM HILLS REHABILITATION AND NURSING CENTER,NY,0.20788,0.19176
065324,FRASIER MEADOWS HEALTH CARE CENTER,CO,0.16887,0.19177
525397,DOVE HEALTHCARE - SUPERIOR,WI,0.19308,0.19177
555716,WEST VALLEY SUBACUTE AND NURSING CENTER,CA,0.20076,0.19177
366166,BRETHREN CARE VILLAGE HEALTH CARE CENTER,OH,0.22928,0.19178
505092,ALDERWOOD PARK HEALTH AND REHAB OF CASCADIA,WA,0.16066,0.19181
235595,MISSION POINT NSG & PHYSICAL REHAB CTR OF DETROIT,MI,0.18957,0.19181
345209,BROOKRIDGE RETIREMENT COMMUNITY,NC,0.1646,0.19182
235612,FREEMAN NURSING & REHAB COMMUNITY,MI,0.17839,0.19182
155290,ST ELIZABETH HEALTHCARE CENTER,IN,0.1922,0.19182
295095,SANDSTONE SPRING VALLEY,NV,0.22152,0.19183
676211,WESLEY WOODS HEALTH & REHABILITATION,TX,0.20633,0.19184
045147,BROOKRIDGE COVE REHABILITATION AND CARE  CENTER,AR,0.20499,0.19184
395638,MASONIC VILLAGE AT SEWICKLEY,PA,0.18925,0.19184
205116,STILLWATER HEALTH CARE,ME,0.17076,0.19185
675645,MESA SPRINGS HEALTHCARE CENTER,TX,0.16414,0.19186
185464,"BEDROCK HC AT GREEN MEADOWS, LLC",KY,0.22346,0.19186
315362,"COMPLETE CARE AT PARK PLACE, LLC",NJ,0.2032,0.19189
115423,CHESTNUT RIDGE NSG & REHAB CTR,GA,0.18417,0.19189
055119,WEST PICO TERRACE HEALTHCARE & WELLNESS CENTRE LP,CA,0.23843,0.1919
255249,COMPERE NH INC,MS,0.19256,0.1919
366482,GATEWAY SPRINGS HEALTH CAMPUS,OH,,0.19191
155526,PERSIMMON RIDGE REHABILITATION CENTRE,IN,0.17922,0.19191
145757,INTEGRITY HC OF CARBONDALE,IL,0.19862,0.19191
305005,PREMIER REHAB AND HEALTHCARE,NH,0.18376,0.19191
555901,ANBERRY TRANSITIONAL CARE,CA,0.22585,0.19191
175249,HERITAGE HEALTH CARE CENTER,KS,0.1891,0.19193
395660,CLAREMONT NURSING & REHABILITATION CENTER,PA,0.18415,0.19193
365517,TWILIGHT GARDENS NURSING AND REHABILITATION,OH,0.19723,0.19194
555894,FOOTHILL HEIGHTS CARE CENTER,CA,0.21436,0.19194
215143,COMPLETE CARE AT SEVERNA PARK LLC,MD,0.19652,0.19194
015032,DIVERSICARE OF FOLEY,AL,0.23601,0.19194
515102,PARKERSBURG CENTER,WV,0.2129,0.19196
385271,"PEARL AT KRUSE WAY, THE",OR,0.20586,0.19196
185065,LANDMARK OF LANCASTER REHABILITATION AND NURSING C,KY,0.19337,0.19196
065150,DEVONSHIRE CARE CENTER,CO,0.232,0.19196
185295,DOVER NURSING & REHABILITATION CENTER,KY,0.19013,0.19197
265123,LEBANON NORTH NURSING & REHAB,MO,0.24941,0.19198
445490,AVE MARIA HOME,TN,0.17713,0.19199
315369,CAREONE AT VALLEY,NJ,0.21486,0.19199
315353,CRANBURY CENTER,NJ,0.21226,0.192
315141,ABINGDON CARE & REHABILITATION CENTER,NJ,0.17885,0.192
675572,GLEN ROSE NURSING AND REHAB CENTER,TX,0.18009,0.192
285291,BROOKESTONE ACRES,NE,0.19163,0.19201
365045,HILLEBRAND NURSING AND REHABILITATION CENTER,OH,0.19555,0.19202
145996,APERION CARE HILLSIDE,IL,0.19781,0.19202
285049,EMERALD NURSING & REHAB BROOKSIDE LLC,NE,0.20101,0.19202
245474,PARK VIEW CARE CENTER,MN,0.1933,0.19203
445314,LIFE CARE CENTER OF MORRISTOWN,TN,0.20195,0.19203
335434,LITTLE NECK CARE CENTER,NY,0.15798,0.19203
235553,MEDILODGE OF ROGERS CITY,MI,0.19645,0.19203
345445,GLENAIRE,NC,0.19089,0.19204
676004,THE HILLS NURSING & REHABILITATION,TX,0.17796,0.19204
015455,ELITE NURSING AND REHABILITATION CARE CENTER,AL,0.19514,0.19205
505387,PROVIDENCE MOTHER JOSEPH CARE,WA,0.21177,0.19206
105731,COMMONS AT ORLANDO LUTHERAN TOWERS,FL,0.19733,0.19206
315438,ATRIUM POST ACUTE CARE OF PARK RIDGE,NJ,0.20878,0.19206
195321,HERITAGE MANOR OF OPELOUSAS,LA,0.19632,0.19206
185069,MAYFAIR MANOR,KY,0.1932,0.19207
055604,VISALIA POST ACUTE,CA,0.22815,0.19207
445297,CREEKVIEW HEALTH AND REHABILITATION,TN,0.19125,0.19207
065429,ACCEL AT LONGMONT,CO,0.18832,0.19207
335514,ALLEGRIA NURSING & REHAB CENTER OF PORT JEFFERSON,NY,0.17378,0.19208
115670,ROCKDALE HEALTHCARE CENTER,GA,0.19555,0.19208
445382,SMOKY MOUNTAIN POST-ACUTE AND REHABILITATION CENTE,TN,0.2036,0.19208
255307,GOLDEN AGE NURSING HOME,MS,0.24576,0.19208
345181,UNIVERSAL HEALTH CARE/GREENVILLE,NC,0.20902,0.19208
675956,WINDSOR NURSING AND REHABILITATION CENTER OF DUVAL,TX,0.17258,0.19209
675850,COASTAL PALMS NURSING & REHABILITATION,TX,0.2239,0.1921
335292,PROMENADE REHABILITATION AND HEALTH CARE CENTER,NY,0.22861,0.19211
395834,KING OF PRUSSIA SKILLED NURSING AND REHABILITATION,PA,0.20141,0.19211
225581,MOUNT CARMEL CARE CENTER,MA,0.17102,0.19211
165531,GARDEN VIEW CARE CENTER,IA,0.20991,0.19211
165609,NEWTON VILLAGE HEALTH CARE CENTER,IA,0.20634,0.19211
445437,WEAKLEY COUNTY NURSING HOME,TN,0.17597,0.19212
175377,TRINITY MANOR,KS,0.18404,0.19212
335034,WYOMING COUNTY COMMUNITY HOSPITAL S N F,NY,0.18013,0.19213
155269,EAST LAKE NURSING & REHABILITATION CENTER,IN,0.21007,0.19213
045447,GREENHURST NURSING CENTER,AR,0.18681,0.19215
056346,BRIDGEVIEW POST ACUTE,CA,0.20183,0.19215
525299,EDENBROOK OF OSHKOSH,WI,0.19927,0.19215
255271,LIBERTY COMMUNITY LIVING CTR,MS,0.21447,0.19216
345277,ASHEBORO REHABILITATION AND HEALTHCARE CENTER,NC,0.19637,0.19217
185320,LIFE CARE CENTER OF LA CENTER,KY,0.22933,0.19217
365757,BROADVIEW MULTI CARE CENTER,OH,0.19812,0.19217
175407,LIFE CARE CENTER OF WICHITA,KS,0.17497,0.19219
145213,WYNSCAPE HEALTH & REHAB,IL,0.22005,0.1922
395764,LIBERTY CENTER FOR REHABILITATION AND NURSING,PA,0.18088,0.1922
445406,COMMUNITY CARE OF RUTHERFORD,TN,0.21466,0.1922
235630,MEDILODGE OF WYOMING,MI,0.18491,0.1922
015392,CYPRESS COVE CARE CENTER,AL,0.18961,0.19221
395746,CARLISLE SKILLED NURSING AND REHABILITATION CENTER,PA,0.18616,0.19221
035072,PHOENIX MOUNTAIN POST ACUTE,AZ,0.20683,0.19221
396130,WHITESTONE CARE CENTER,PA,0.20771,0.19222
185399,HEARTLAND VILLA NURSING AND REHABILITATION CENTER,KY,0.20621,0.19222
676239,VILLA TOSCANA AT CYPRESS WOODS,TX,0.19788,0.19222
105884,EXCEL CARE CENTER,FL,0.19759,0.19223
555080,TRACY NURSING AND REHABILITATION CENTER,CA,0.1568,0.19224
495131,"NHC HEALTHCARE, BRISTOL",VA,0.19914,0.19224
225499,WEST ROXBURY HEALTH & REHABILITATION CENTER,MA,0.2016,0.19224
215147,FUTURE CARE NORTHPOINT,MD,0.23622,0.19224
265867,NORTERRE,MO,0.21719,0.19224
155235,MILLER'S MERRY MANOR,IN,0.18666,0.19224
265519,PARKVIEW HEALTH CARE FACILITY,MO,0.2136,0.19226
345354,PINEY GROVE NURSING AND REHABILITATION CENTER,NC,0.20003,0.19227
335056,ELDERWOOD AT AMHERST,NY,0.20162,0.19227
555146,REDWOOD TERRACE HEALTH CENTER,CA,0.22276,0.19227
335727,"BETSY ROSS REHABILITATION CENTER, INC",NY,0.18529,0.19228
045450,THE BLOSSOMS AT MIDTOWN REHAB & NURSING CENTER,AR,0.19871,0.19229
215058,ALICE BYRD TAWES NURSING HOME,MD,0.17999,0.1923
175441,VILLAGE SHALOM INC,KS,0.20294,0.19232
395711,ELKINS CREST HEALTH & REHABILITATION CENTER,PA,0.21312,0.19232
495406,THE WYBE AND MARIETJE KROONTJE HEALTH CARE CENTER,VA,0.18218,0.19232
