PROVIDER_ID,PROVIDER_NAME,STATE,TOTAL_EMPLOYEE_HOURS,TOTAL_CONTRACTOR_HOURS,PERM_TO_CONTRACT_RATIO
425295,PRINCE GEORGE HEALTHCARE CENTER,SC,397.06,26.97,14.72
495153,CEDARS HEALTHCARE CENTER,VA,346,23.5,14.72
115124,MAGNOLIA MANOR OF COLUMBUS NURSING CENTER - EAST,GA,371.37,25.25,14.71
065298,HARMONY POINTE CARE CENTER,CO,264.48,18,14.69
465170,ASPEN RIDGE OF UTAH VALLEY,UT,110.2,7.5,14.69
395831,SCHUYLKILL CENTER,PA,510.5,34.75,14.69
465066,SANDSTONE TAYLORSVILLE,UT,330.33,22.5,14.68
315021,ATLAS HEALTHCARE AT DAUGHTERS OF MIRIAM,NJ,593.5,40.47,14.67
105474,VERO BEACH CARE CENTER,FL,561.05,38.27,14.66
345145,THE CARROLTON OF WILLIAMSTON,NC,302.55,20.64,14.66
065324,FRASIER MEADOWS HEALTH CARE CENTER,CO,243.73,16.64,14.65
325069,ALBUQUERQUE HEIGHTS HEALTHCARE AND REHABILITATION,NM,416.19,28.42,14.64
525390,ROCK HAVEN,WI,446.5,30.5,14.64
395783,PETERS TOWNSHIP SKILLED NURSING AND REHABILITATION,PA,327.89,22.41,14.63
265294,LIFE CARE CENTER OF CARROLLTON,MO,212.44,14.53,14.62
335063,COLER REHABILITATION AND NURSING CARE CENTER,NY,2218.1,151.81,14.61
366141,LOUISVILLE GARDENS CARE CENTER,OH,109.5,7.5,14.6
285267,LOUISVILLE CARE CENTER,NE,116.75,8,14.59
395500,TWIN LAKES REHABILITATION AND HEALTHCARE CENTER,PA,350.25,24,14.59
325037,LADERA CENTER,NM,336.7,23.1,14.58
676074,TOWN HALL ESTATES WHITNEY INC,TX,110.75,7.6,14.57
676449,"IGNITE MEDICAL RESORT FORT WORTH, LLC",TX,212.35,14.59,14.55
345416,BERMUDA VILLAGE RETIREMENT CENTER,NC,167.32,11.5,14.55
455618,EDEN HOME,TX,330.59,22.75,14.53
335760,EDDY HERITAGE HOUSE NURSING AND REHABILITATION CTR,NY,447.25,30.8,14.52
525334,TOMAHAWK HEALTH SERVICES,WI,146.19,10.07,14.52
555049,LODI NURSING & REHABILITATION,CA,235.7,16.24,14.51
175315,PRATT HEALTH AND REHAB,KS,126.99,8.75,14.51
395276,"SUMMIT AT BLUE MOUNTAIN NURSING & REHAB CTR, THE",PA,116,8,14.5
285270,"BETHANY HOME, INC.",NE,232,16,14.5
235705,HELEN NEWBERRY JOY HLTCU GOLDEN LEAVES LIVING CTR,MI,101.5,7,14.5
145243,ACCOLADE HEALTHCARE DANVILLE,IL,346.02,23.88,14.49
315210,HEALTH CENTER AT GALLOWAY THE,NJ,351.25,24.25,14.48
315257,CEDAR GROVE RESPIRATORY AND NURSING CENTER,NJ,549.75,38,14.47
675279,VILLA HAVEN HEALTH AND REHABILITATION CENTER,TX,90.37,6.25,14.46
195557,VALLEY VIEW HEALTH CARE FACILITY,LA,263.44,18.25,14.44
676440,"IGNITE MEDICAL RESORT ROUND ROCK, LLC",TX,248.86,17.25,14.43
275156,SOUTHWEST MONTANA VETERANS HOME,MT,168.31,11.67,14.42
105924,BLOUNTSTOWN HEALTH AND REHABILITATION CENTER,FL,349.25,24.25,14.4
675171,MERIDIAN CARE,TX,325.25,22.6,14.39
225014,SPAULDING NURSING AND THERAPY CENTER - BRIGHTON,MA,647.01,45,14.38
335333,HOLLIS PARK MANOR NURSING HOME,NY,294.5,20.5,14.37
185012,HILLSIDE NURSING AND REHABILITATION CENTER,KY,168.56,11.75,14.35
265167,HIGHLAND REHABILITATION & HEALTH CARE CENTER,MO,336.75,23.5,14.33
495387,SUNNYSIDE PRESBYTERIAN RETIREMENT COMMUNITY,VA,286.5,20,14.33
105597,SURREY PLACE NURSING CENTER,FL,214.75,15,14.32
335614,BAYBERRY NURSING HOME,NY,214.75,15,14.32
295081,NEVADA STATE VETERANS HOME - BOULDER CITY,NV,579.33,40.5,14.3
455628,HILLTOP VILLAGE NURSING AND REHABILITATION,TX,354.91,24.83,14.29
315235,RIVERSIDE NURSING AND REHABILITATION CENTER,NJ,410.7,28.75,14.29
235584,ARGENTINE CARE CENTER,MI,221.12,15.5,14.27
146131,CISNE REHABILITATION & HEALTH CENTER,IL,85.64,6,14.27
235514,"IMPERIAL, A VILLA CENTER",MI,851.33,59.71,14.26
115348,ETOWAH LANDING,GA,287.6,20.2,14.24
395410,QUALITY LIFE SERVICES - SUGAR CREEK,PA,348.25,24.5,14.21
435042,AVERA MOTHER JOSEPH MANOR RETIREMENT COMMUNITY,SD,286.59,20.2,14.19
255140,THE BLUFFS REHABILITATION AND HEALTHCARE CENTER,MS,356.25,25.13,14.18
375568,MAPLEWOOD CARE CENTER,OK,434.69,30.69,14.16
495404,THE GLEBE,VA,180.5,12.75,14.16
225483,BROOKSIDE REHABILITATION AND HEALTHCARE CENTER,MA,233.25,16.5,14.14
495419,COVENANT WOODS NURSING HOME,VA,222.72,15.75,14.14
335721,HERITAGE GREEN REHAB & SKILLED NURSING,NY,275.25,19.46,14.14
146041,ALLURE OF MOLINE,IL,275.65,19.5,14.14
195278,METAIRIE HEALTH CARE CENTER,LA,317.96,22.5,14.13
395873,LGAR HEALTH AND REHABILITATION,PA,203.03,14.37,14.13
235094,SAMARITAS SENIOR LIVING CADILLAC,MI,278,19.67,14.13
215001,AUTUMN LAKE HEALTHCARE AT BALLENGER CREEK,MD,431.12,30.55,14.11
555066,"GREENFIELD CARE CENTER OF FILLMORE, LLC",CA,281.14,19.93,14.11
315390,CRANFORD PARK CARE,NJ,231.56,16.44,14.09
395877,GUARDIAN HEALTHCARE HIGHLAND VIEW,PA,140.75,10,14.08
366167,"ANDERSON, THE",OH,309.12,21.95,14.08
555542,PIONEER HOUSE,CA,187.57,13.32,14.08
415060,AVALON NURSING HOME INC,RI,105.5,7.5,14.07
675075,DIVERSICARE OF LULING,TX,112.4,8,14.05
245414,VIEWCREST HEALTH CENTER,MN,280.75,20,14.04
215148,AUTUMN LAKE HEALTHCARE AT WAUGH CHAPEL,MD,357.5,25.48,14.03
155095,HERITAGE PARK,IN,407.45,29.05,14.03
395656,FREDERICK LIVING - CEDARWOOD,PA,112.19,8,14.02
055072,ROSECRANS CARE CENTER,CA,539.84,38.5,14.02
555218,ST ANDREWS,CA,224.28,16,14.02
365794,PATASKALA OAKS CARE CENTER,OH,204.5,14.6,14.01
295024,HARMONY MANOR SKILLED NURSING FACILITY,NV,168.15,12,14.01
555276,SAN BRUNO SKILLED NURSING,CA,188.83,13.5,13.99
676041,THE MISSION AT BLUE SKIES OF TEXAS EAST,TX,338.11,24.18,13.98
175549,STRATFORD COMMONS REHAB & HEALTH CARE CENTER,KS,184,13.17,13.97
676464,LAS BRISAS REHABILITATION AND WELLNESS SUITES,TX,229.04,16.4,13.97
165259,THORNTON MANOR NURSING AND CARE CENTER,IA,115.25,8.25,13.97
675712,HOMESTEAD NURSING AND REHABILITATION OF ITASCA,TX,132.75,9.5,13.97
175175,GARDEN VALLEY RETIREMENT VILLAGE,KS,181.5,13,13.96
495399,CHATHAM HEALTH & REHABILITATION CENTER,VA,274,19.63,13.96
195385,J. MICHAEL MORROW MEMORIAL NURSING  HOME,LA,558,40,13.95
675462,PARKVIEW NURSING AND REHABILITATION CENTER,TX,242.19,17.37,13.94
365606,ALS WOODSTOCK INC,OH,112.71,8.09,13.93
105727,WASHINGTON REHABILITATION AND NURSING CENTER,FL,485.12,34.88,13.91
075334,VERNON  REHABILITATION AND HEALTHCARE CENTER,CT,413.5,29.75,13.9
255149,BEDFORD CARE CENTER OF PETAL,MS,231.93,16.7,13.89
245412,COKATO MANOR,MN,212,15.26,13.89
056174,MID-WILSHIRE HEALTH CARE CNTR,CA,225,16.21,13.88
245545,FAIR MEADOW NURSING HOME,MN,238.74,17.23,13.86
676198,QUERENCIA AT BARTON CREEK,TX,197.63,14.26,13.86
555806,GLENBROOK,CA,332.31,24,13.85
146092,INTEGRITY HC OF HERRIN,IL,110.75,8,13.84
225048,PILGRIM REHABILITATION & SKILLED NURSING CENTER,MA,384.39,27.77,13.84
335231,"EXCEL AT WOODBURY FOR REHAB AND NURSING, L L C",NY,432,31.25,13.82
075333,MANCHESTER REHABILITATION AND  HEALTHCARE CENTER,CT,444.75,32.25,13.79
555257,PALM TERRACE HEALTHCARE & REHABILITATION CENTER,CA,407.96,29.61,13.78
295105,NORTHERN NEVADA STATE VETERANS HOME,NV,490.05,35.6,13.77
235614,COVENANT VILLAGE OF THE GREAT LAKES,MI,117.04,8.5,13.77
065359,BENT COUNTY HEALTHCARE CENTER,CO,206.36,15,13.76
145843,MILLER HEALTH CARE CENTER,IL,358.35,26.05,13.76
225394,WOBURN REHABILITATION AND NURSING CENTER,MA,417.9,30.4,13.75
225518,SIPPICAN HEALTHCARE CENTER,MA,330.05,24,13.75
675678,CARE CHOICE OF BOERNE,TX,108.74,7.92,13.73
075264,TOUCHPOINTS AT BLOOMFIELD,CT,336.5,24.5,13.73
395006,ST JOSEPH'S MANOR,PA,704.85,51.42,13.71
395493,JULIA RIBAUDO EXTENDED CARE CENTER,PA,215.25,15.7,13.71
366097,FULTON MANOR NURSING & REHAB C,OH,171.31,12.5,13.7
145027,ALLURE OF THE QUAD CITIES,IL,308.2,22.5,13.7
045365,DEWITT NURSING HOME,AR,123.25,9,13.69
115598,CAMELLIA HEALTH & REHABILITATION,GA,166.19,12.15,13.68
205077,"AUGUSTA CENTER FOR HEALTH & REHABILITATION, LLC",ME,246.25,18,13.68
265767,LUTHERAN SENIOR SERVICES AT BREEZE PARK,MO,215.29,15.75,13.67
165486,RUTHVEN COMMUNITY CARE CENTER,IA,102.54,7.5,13.67
195513,THE BRADFORD SKILLED NURSING AND REHABILITATION,LA,305.33,22.36,13.66
345460,GUILFORD HEALTH CARE CENTER,NC,265.75,19.5,13.63
155038,WATERS EDGE VILLAGE,IN,158.05,11.61,13.61
335449,ACHIEVE REHAB AND NURSING FACILITY,NY,445.28,32.72,13.61
345103,MATTHEWS HEALTH & REHAB CENTER,NC,475.75,35,13.59
555856,PENINSULA POST-ACUTE,CA,232.09,17.12,13.56
056021,LONE TREE POST ACUTE,CA,321.46,23.75,13.54
175044,BREWSTER HEALTH CENTER,KS,317.68,23.5,13.52
155835,IGNITE MEDICAL RESORT CROWN POINT LLC,IN,216.36,16,13.52
215255,CHESTNUT GRN HLTH CTR BLAKEHUR,MD,184.1,13.62,13.52
335612,BAPTIST HEALTH NURSING AND REHABILITATION CENTER,NY,635.5,47,13.52
245346,TRUMAN SENIOR LIVING,MN,104.75,7.75,13.52
395028,SQUIRREL HILL WELLNESS AND REHABILITATION CENTER,PA,304.8,22.56,13.51
155522,ELWOOD HEALTH AND LIVING,IN,289.53,21.45,13.5
065351,HOLLY CARE CENTER,CO,101.28,7.5,13.5
335213,MASSAPEQUA CENTER REHABILITATION & NURSING,NY,1035.03,76.75,13.49
245376,ZUMBROTA CARE CENTER,MN,107.95,8,13.49
065344,SUITES AT CLERMONT PARK CARE CENTER,CO,222,16.5,13.45
245231,APPLETON AREA HEALTH,MN,164.5,12.25,13.43
38E174,VILLAGE MANOR OF CASCADIA,OR,201.36,15,13.42
075347,SUFFIELD HOUSE REHABILITATION AND HEALTHCARE CENTE,CT,402.25,30,13.41
175287,EUREKA NURSING CENTER,KS,160.9,12,13.41
445321,"ELK RIVER HEALTH AND NURSING CENTER OF ARDMORE, LL",TN,209.3,15.62,13.4
106090,BENDERSON FAMILY SKILLED NURSING AND REHAB CENTER,FL,164,12.25,13.39
555798,WOODSIDE HEALTHCARE CENTER,CA,238.68,17.83,13.39
165483,HALCYON HOUSE,IA,214,16,13.38
105232,VILLA MARIA NURSING CENTER,FL,686.05,51.28,13.38
175355,EVERGREEN COMMUNITY OF JOHNSON COUNTY,KS,299.79,22.48,13.34
455804,NORTHGATE HEALTH AND REHABILITATION CENTER,TX,172.64,12.95,13.33
185298,MOUNTAIN RIDGE HEALTH AND REHABILITATION,KY,307.68,23.1,13.32
465147,ROCKY MOUNTAIN CARE - THE LODGE,UT,259.68,19.5,13.32
185125,HILLCREST HEALTH AND REHABILITATION CENTER,KY,314.39,23.6,13.32
165531,GARDEN VIEW CARE CENTER,IA,110.93,8.33,13.32
366149,WILLIAMS CO HILLSIDE COUNTRY L,OH,219.77,16.5,13.32
225147,SAUGUS CENTER,MA,209.5,15.75,13.3
235476,RIVERVIEW HEALTH AND REHAB CENTER NORTH,MI,423.62,31.85,13.3
105927,FOUNTAINS REHABILITATION AT MILL COVE,FL,322.51,24.28,13.28
015460,CHARLTON PLACE REHAB AND HEALTHCARE CENTER,AL,202.25,15.23,13.28
395512,SUNBURY SKILLED NURSING AND REHABILITATION CENTER,PA,333.34,25.16,13.25
445424,CENTER ON AGING AND HEALTH,TN,228.2,17.25,13.23
425121,OAK VIEW HEALTH AND REHABILITATION,SC,413.81,31.27,13.23
056353,ATTERDAG CARE CENTER,CA,211.5,16,13.22
085006,REGAL HEIGHTS HEALTHCARE & REHAB CENTER,DE,610.75,46.25,13.21
465174,FAIRFIELD VILLAGE REHABILITATION,UT,176.02,13.32,13.21
345180,WESLEY PINES RETIREMENT COMM,NC,187.32,14.19,13.2
165297,NEW HAMPTON NURSING & REHAB CE,IA,102.25,7.75,13.19
105275,SOUTHERN PINES NURSING CENTER,FL,299.91,22.75,13.18
215240,MORAN  NURSING AND REHABILITATION CENTER,MD,243.88,18.5,13.18
225435,COLONY CENTER FOR HEALTH AND REHABILITATION,MA,214,16.25,13.17
105879,WESTMINSTER WINTER PARK,FL,315,23.92,13.17
315236,SINAI POST ACUTE NURSING AND REHAB CENTER,NJ,1189.33,90.29,13.17
285004,ST JANE DE CHANTAL,NE,568.88,43.25,13.15
335212,THE VILLAGES OF ORLEANS HEALTH AND REHAB CENTER,NY,342.7,26.06,13.15
445496,THE MEADOWS,TN,342.5,26.05,13.15
335701,PATHWAYS NURSING AND REHABILITATION CENTER,NY,322,24.5,13.14
395843,RIVER'S EDGE REHABILITATION & HEALTHCARE CENTER,PA,383.86,29.26,13.12
155605,GRAND VALLEY HEALTH & REHAB,IN,355.6,27.1,13.12
175451,WHEAT STATE MANOR,KS,104.66,8,13.08
145840,TABOR HILLS HEALTH CARE FAC,IL,313.75,24,13.07
375398,BINGER NURSING AND REHABILITATION,OK,208.98,16,13.06
365527,ARBORS AT SPRINGFIELD,OH,157.75,12.08,13.06
335805,DR SUSAN SMITH MCKINNEY NURSING AND REHAB CENTER,NY,1514.9,116,13.06
365858,BRIARWOOD THE,OH,117.5,9,13.06
145591,APERION CARE WESLEY,IL,321.5,24.64,13.05
056433,VERMONT HEALTHCARE CENTER,CA,617.01,47.33,13.04
195408,HERITAGE MANOR SOUTH,LA,299.85,23,13.04
245560,EDGEBROOK CARE CENTER,MN,156.35,12,13.03
145266,FONDULAC REHABILITATION & HCC,IL,208.28,16,13.02
395554,FOREST CITY NURSING AND REHAB CENTER,PA,198.25,15.25,13
265498,"BLUFFS, THE",MO,380.25,29.25,13
055212,THE VINEYARDS HEALTHCARE CENTER,CA,293.62,22.59,13
395791,COMPLETE CARE AT HARSTON HALL LLC,PA,308.5,23.75,12.99
335840,MEDFORD MULTICARE CENTER FOR LIVING,NY,1018.75,78.43,12.99
055353,SHORELINE HEALTHCARE CENTER,CA,293.06,22.58,12.98
245382,MADISON HEALTHCARE SERVICES,MN,155.6,12,12.97
165456,ENGLISH VALLEY NURSING CARE CENTER,IA,97.14,7.5,12.95
145764,MORGAN PARK HEALTHCARE,IL,504.75,39,12.94
195210,WYNHOVEN COMMUNITY CARE CENTER,LA,342.09,26.5,12.91
465097,SANDSTONE AMERICAN FORK,UT,225.98,17.5,12.91
225463,COUNTRYSIDE HEALTH CARE OF MILFORD,MA,404.25,31.32,12.91
175501,FAMILY HEALTH & REHABILITATION CENTER,KS,307.5,23.83,12.9
056449,SAN FRANCISCO POST ACUTE,CA,206.29,16,12.89
135004,BOUNDARY COUNTY NURSING HOME,ID,103.13,8,12.89
145661,RYZE WEST,IL,419.93,32.57,12.89
675001,THE WOODLANDS,TX,238.25,18.5,12.88
555374,MAYFLOWER CARE CENTER,CA,199.09,15.5,12.84
495364,NORTHERN NECK SENIOR CARE COMMUNITY,VA,261,20.35,12.83
355047,SMP HEALTH - ST CATHERINE NORTH,ND,484.25,37.75,12.83
225229,MAPLEWOOD CENTER,MA,192.25,15,12.82
195512,PINES RETIREMENT CENTER OF BATON ROUGE,LA,205.14,16,12.82
365990,NEW DAWN REHABILITATION AND HEALTHCARE CENTER,OH,285.56,22.3,12.81
106035,INN AT SARASOTA BAY CLUB,FL,188.76,14.75,12.8
335516,THE PHOENIX REHABILITATION AND NURSING CENTER,NY,1040.25,81.25,12.8
285106,EMERALD NURSING & REHAB LAKEVIEW,NE,238.1,18.6,12.8
335780,CASA PROMESA,NY,287.75,22.5,12.79
676497,LAKESIDE HEALTH AND WELLNESS,TX,191.8,15,12.79
245300,CERENITY CARE CENTER WHITE BEAR LAKE,MN,453.25,35.5,12.77
255266,BRANDON COURT,MS,213.02,16.7,12.76
235665,OPTALIS HEALTH AND REHAB OF STERLING HEIGHTS,MI,414.25,32.5,12.75
425110,OAK HARBOR HEALTHCARE,SC,389.71,30.59,12.74
675444,REUNION PLAZA SENIOR CARE AND REHABILITATION CENTE,TX,297.5,23.35,12.74
495412,NOVA HEALTH AND REHAB,VA,261,20.5,12.73
335128,ST PETERS NURSING AND REHABILITATION CENTER,NY,466,36.6,12.73
295041,DELMAR GARDENS OF GREEN VALLEY,NV,615.42,48.34,12.73
195485,HERITAGE MANOR OF HOUMA,LA,327.57,25.75,12.72
065308,WHEATRIDGE CARE CENTER,CO,187.58,14.75,12.72
175328,GOOD SAMARITAN SOCIETY - ELLIS,KS,101.73,8,12.72
345234,HARBORVIEW LUMBERTON,NC,359.5,28.29,12.71
305075,"MOUNTAIN RIDGE CENTER, GENESIS HEALTHCARE",NH,253.23,19.96,12.69
335549,WARREN CENTER FOR REHABILITATION AND NURSING,NY,244.25,19.25,12.69
525365,PINE VALLEY COMMUNITY VILLAGE,WI,247.3,19.5,12.68
345162,ACCORDIUS HEALTH AT GASTONIA,NC,236.15,18.64,12.67
175267,SHAWNEE GARDENS HEALTHCARE & REHAB CENTER,KS,321.9,25.4,12.67
035087,NORTH MOUNTAIN MEDICAL AND REHABILITATION CENTER,AZ,904.35,71.42,12.66
16E050,BUCHANAN COUNTY HEALTH CENTER,IA,101.11,8,12.64
055809,ST ANTHONY CARE CENTER,CA,102.73,8.15,12.6
055280,CENTRAL GARDENS POST ACUTE,CA,314.38,24.97,12.59
185149,LANDMARK OF BARDSTOWN REHABILITATION AND NURSING,KY,288.94,22.98,12.57
145783,SUNRISE SKILLED NUR & REHAB,IL,207.26,16.5,12.56
335658,GROTON COMMUNITY HEALTH CARE CTR RES CARE FAC,NY,285.75,22.75,12.56
245262,WEST WIND VILLAGE,MN,150.75,12,12.56
445154,QUALITY CENTER FOR REHABILITATION AND HEALING LLC,TN,947.25,75.5,12.55
396053,COUNTRY MEADOWS NURSING CENTER OF BETHLEHEM,PA,268,21.35,12.55
375388,"MIAMI NURSING CENTER, LLC",OK,210.25,16.75,12.55
05A315,HAYES CONVALESCENT HOSPITAL,CA,100.4,8,12.55
335611,GLEN ISLAND CENTER FOR NURSING AND REHABILITATION,NY,502,40,12.55
676186,CAMBRIDGE LTC PARTNERS INC,TX,140.84,11.23,12.54
105393,BEAR CREEK NURSING CENTER,FL,356.5,28.5,12.51
105537,SPRINGS AT BOCA CIEGA BAY,FL,387.5,31,12.5
395104,SAINT MARY'S VILLA NURSING HOM,PA,403.25,32.25,12.5
165373,AZRIA HEALTH LONGVIEW,IA,253.86,20.33,12.49
365364,GARDEN COURT NURSING AND REHABILITATION CENTER,OH,168.62,13.5,12.49
555438,KEI-AI LOS ANGELES HEALTHCARE CENTER,CA,1097.44,87.95,12.48
395031,HAVEN PLACE,PA,249.4,20,12.47
425149,LAKE CITY SCRANTON HEALTHCARE CENTER,SC,252.72,20.27,12.47
155200,UNIVERSITY NURSING CENTER,IN,221.61,17.78,12.46
555517,KERN VALLEY HEALTHCARE DISTRICT DP SNF,CA,140.32,11.26,12.46
525642,HOPE HEALTH AND REHAB,WI,143.59,11.53,12.45
335028,THE CITADEL REHAB AND NURSING CTR AT KINGSBRIDGE,NY,1024.25,82.25,12.45
255213,MEADVILLE CONVALESCENT HOME,MS,150.5,12.1,12.44
345355,GRAHAM HEALTHCARE AND REHABILITATION CENTER,NC,158.5,12.75,12.43
175478,BROOKDALE ROSEHILL,KS,258,20.75,12.43
255229,HOLLY SPRINGS REHABILITATION AND HEALTHCARE CENTER,MS,317.5,25.55,12.43
676338,COON MEMORIAL HOME,TX,142.97,11.5,12.43
105421,WOODSIDE HEALTH AND REHABILITATION CENTER,FL,345.51,27.82,12.42
245384,NORTH SHORE HEALTH,MN,111.75,9,12.42
395355,"PAVILION AT BRMC, THE",PA,294.75,23.75,12.41
335394,WESLEY HEALTH CARE CENTER INC,NY,1070,86.25,12.41
115541,CROSSVIEW CARE CENTER,GA,183,14.75,12.41
255219,ARBOR WALK HEALTHCARE CENTER,MS,99.25,8,12.41
365093,GOOD SHEPHERD THE,OH,389.25,31.42,12.39
435115,PALISADE HEALTHCARE CENTER,SD,148.5,12,12.38
315438,ATRIUM POST ACUTE CARE OF PARK RIDGE,NJ,474.83,38.43,12.36
335228,BRIDGEWATER CENTER FOR REHAB & NURSING L L C,NY,895.22,72.5,12.35
105592,PALM GARDEN OF VERO BEACH,FL,608.46,49.25,12.35
235731,COREWELL HEALTH REHAB & NURSING CTR - LEFFINGWELL,MI,240.6,19.5,12.34
225555,MARY ANN MORSE NURSING & REHABILITATION,MA,369.08,29.91,12.34
215312,STERLING CARE BEL AIR,MD,383.15,31.08,12.33
335340,"THE COTTAGES AT GARDEN GROVE, A SKILLED NRSG COMM",NY,564,45.75,12.33
366068,ORCHARD VILLA,OH,445.25,36.18,12.31
265360,LEWIS COUNTY NURSING HOME DISTRICT,MO,150.75,12.25,12.31
145087,ALIYA OF OAK LAWN,IL,563.59,45.8,12.31
495210,NORFOLK HEALTH AND REHABILITATION CENTER,VA,430.5,35,12.3
425411,BISHOP GADSDEN EPISCOPAL HEALTH CARE CENTER,SC,154.41,12.56,12.29
395603,CARING HEIGHTS COMMUNITY CARE & REHAB CTR,PA,290.75,23.68,12.28
065373,BEAR CREEK SENIOR LIVING,CO,86.81,7.07,12.28
325125,BEAR CANYON REHABILITATION CENTER,NM,447.83,36.49,12.27
065248,OAKWOOD CARE AND REHABILITATION,CO,327.2,26.67,12.27
285283,TABITHA NURSING CENTER AT CRETE,NE,144.66,11.8,12.26
195533,VILLAGE HEALTH CARE AT THE GLEN,LA,551.74,45,12.26
425095,PEACHTREE CENTRE,SC,334,27.25,12.26
235561,ARIA NURSING AND REHAB,MI,361.8,29.5,12.26
106129,GARDENS AT TERRACINA HEALTH & REHABILITATION,FL,85.75,7,12.25
265535,GLASGOW GARDENS,MO,98,8,12.25
075414,HAVENCARE AT HANCOCK HALL,CT,277.9,22.7,12.24
505383,SULLIVAN PARK CARE CENTER,WA,392.73,32.17,12.21
395197,"GROVE AT NEW WILMINGTON, THE",PA,277.63,22.75,12.2
265595,SHANGRI-LA REHAB & LIVING CENTER,MO,149.77,12.3,12.18
675848,FOCUSED CARE AT WEBSTER,TX,301.88,24.8,12.17
165576,OSSIAN SENIOR HOSPICE,IA,143.05,11.75,12.17
555916,O'CONNOR HOSPITAL D/P SNF,CA,194.7,16,12.17
285238,KEYSTONE RIDGE POST ACUTE NURSING AND REHAB,NE,222.99,18.32,12.17
105955,ADVINIA CARE AT VENICE,FL,146.75,12.1,12.13
335644,KINGS HARBOR MULTICARE CENTER,NY,1929.01,158.98,12.13
495357,OUR LADY OF THE VALLEY,VA,240.45,19.84,12.12
335418,"NORTHERN RIVERVIEW HEALTH CARE, INC",NY,524.25,43.25,12.12
225352,RENAISSANCE MANOR ON CABOT,MA,99.16,8.18,12.12
495117,LAKE TAYLOR HOSP,VA,805,66.5,12.11
065150,DEVONSHIRE CARE CENTER,CO,261.01,21.55,12.11
425386,VETERANS VICTORY HOUSE,SC,518.81,42.93,12.09
505516,WASHINGTON SOLDIERS HOME,WA,387,32,12.09
065243,DURANGO HEALTH AND REHABILITATION,CO,246.26,20.38,12.08
445293,MEMPHIS JEWISH HOME,TN,764.34,63.3,12.07
495270,"ROSEMONT HEALTH & REHAB CENTER, LLC",VA,379.75,31.5,12.06
225286,AGAWAM EAST REHAB AND NURSING,MA,310.5,25.75,12.06
145852,EDEN VISTA PROPECT HEIGHTS,IL,96.49,8,12.06
265249,MARIES MANOR,MO,96.5,8,12.06
395826,NORTH HILLS SKILLED NURSING AND REHABILITATION CTR,PA,449.59,37.34,12.04
525616,CROSSROADS CARE CENTER OF MAYVILLE,WI,194.75,16.17,12.04
245446,ASSUMPTION HOME,MN,289,24,12.04
395288,"GARDENS AT STROUD, THE",PA,270.75,22.5,12.03
385143,UMPQUA VALLEY NURSING & REHABILITATION CENTER,OR,396.92,33,12.03
045357,PREMIER AT THE SPRINGS,AR,438.1,36.46,12.02
146191,MADO HEALTHCARE - UPTOWN,IL,261.75,21.82,12
345168,MACGREGOR DOWNS HEALTH CENTER BY HARBORVIEW,NC,444.75,37.05,12
075317,WILTON MEADOWS HEALTH CARE CENTER,CT,431.5,35.97,12
525456,SHEBOYGAN HEALTH SERVICES,WI,89.42,7.45,12
225653,COPLEY AT STOUGHTON NURSING CARE CENTER,MA,366.63,30.59,11.99
305041,ELM WOOD CENTER AT CLAREMONT,NH,185.93,15.52,11.98
675846,SUMMIT NURSING & REHAB OF SAN AUGUSTINE,TX,137.28,11.47,11.97
245636,MN VETERANS HOME FERGUS FALLS,MN,382.75,32,11.96
146112,ARC AT BRADLEY,IL,210.92,17.64,11.96
245635,ST JOHNS ON FOUNTAIN LAKE,MN,280.5,23.5,11.94
385218,MARQUIS VERMONT HILLS,OR,182.06,15.25,11.94
235269,WELLSPRING LUTHERAN SERVICES,MI,208.75,17.5,11.93
315394,UNITED METHODIST COMMUNITIES AT THE SHORES,NJ,220.49,18.5,11.92
415120,APPLE REHAB CLIPPER,RI,178.75,15,11.92
235400,WELLSPRING LUTHERAN SERVICES,MI,143,12,11.92
035074,FRIENDSHIP VILLAGE OF TEMPE,AZ,363.24,30.5,11.91
065367,"VILLAGE CARE AND REHABILITATION CENTER, THE",CO,211.16,17.73,11.91
225388,ALLIANCE HEALTH AT BALDWINVILLE,MA,296.83,24.93,11.91
325077,CLOVIS HEALTHCARE AND REHABILITATION CENTER,NM,142.75,12,11.9
676157,USSERY ROAN TEXAS STATE VETERANS HOME,TX,420.8,35.35,11.9
075379,SHARON CENTER FOR HEALTH & REHABILITATION,CT,178.25,15,11.88
185272,RIVER HAVEN NURSING AND REHABILITATION CENTER,KY,285.2,24,11.88
305057,COURVILLE AT MANCHESTER,NH,255.25,21.5,11.87
525019,"DEERFIELD CARE CENTER, LLC",WI,177.75,15,11.85
395401,"BALL PAVILION, THE",PA,239.73,20.25,11.84
235155,MARTHA T BERRY MCF,MI,847.75,71.67,11.83
445480,THE WATERS OF SPRINGFIELD LLC,TN,141.97,12,11.83
245482,PRAIRIE MANOR CARE CENTER,MN,189.25,16,11.83
145527,BRANDEL HEALTH AND REHAB,IL,281.35,23.82,11.81
365006,HILLSIDE PLAZA,OH,118,10,11.8
155042,APERION CARE VINCENNES,IN,252.8,21.42,11.8
285207,ARBOR CARE CENTERS-COUNTRYSIDE LLC,NE,141.62,12,11.8
365072,ANNA MARIA OF AURORA,OH,373.5,31.68,11.79
