PROVIDER_ID,PROVIDER_NAME,STATE,MONTH_START_DATE,QUARTER_LABEL,DAYS_IN_MONTH,DAYS_IN_QUARTER,TOTAL_PATIENTS,NUMBER_OF_CERTIFIED_BEDS,OCCUPANCY_RATE_PCT
145062,ARC AT STREATOR,IL,2024-04-01,2024 Q2,30,91,2758,130,70.72
145062,ARC AT STREATOR,IL,2024-05-01,2024 Q2,31,91,2767,130,68.66
145062,ARC AT STREATOR,IL,2024-06-01,2024 Q2,30,91,2857,130,73.26
145070,ZAHAV OF BERWYN,IL,2024-04-01,2024 Q2,30,91,3873,145,89.03
145070,ZAHAV OF BERWYN,IL,2024-05-01,2024 Q2,31,91,3982,145,88.59
145070,ZAHAV OF BERWYN,IL,2024-06-01,2024 Q2,30,91,3653,145,83.98
145087,ALIYA OF OAK LAWN,IL,2024-04-01,2024 Q2,30,91,4094,191,71.45
145087,ALIYA OF OAK LAWN,IL,2024-05-01,2024 Q2,31,91,4086,191,69.01
145087,ALIYA OF OAK LAWN,IL,2024-06-01,2024 Q2,30,91,4213,191,73.53
145102,MEMORIAL CARE CENTER,IL,2024-04-01,2024 Q2,30,91,1809,82,73.54
145102,MEMORIAL CARE CENTER,IL,2024-05-01,2024 Q2,31,91,1901,82,74.78
145102,MEMORIAL CARE CENTER,IL,2024-06-01,2024 Q2,30,91,1811,82,73.62
145111,ELMHURST EXTENDED CARE CENTER,IL,2024-04-01,2024 Q2,30,91,807,108,24.91
145111,ELMHURST EXTENDED CARE CENTER,IL,2024-05-01,2024 Q2,31,91,906,108,27.06
145111,ELMHURST EXTENDED CARE CENTER,IL,2024-06-01,2024 Q2,30,91,1043,108,32.19
145121,ALTON MEMORIAL REHAB & THERAPY,IL,2024-04-01,2024 Q2,30,91,1205,64,62.76
145121,ALTON MEMORIAL REHAB & THERAPY,IL,2024-05-01,2024 Q2,31,91,1586,64,79.94
145121,ALTON MEMORIAL REHAB & THERAPY,IL,2024-06-01,2024 Q2,30,91,1477,64,76.93
145122,DOBSON PLAZA,IL,2024-04-01,2024 Q2,30,91,2248,97,77.25
145122,DOBSON PLAZA,IL,2024-05-01,2024 Q2,31,91,2316,97,77.02
145122,DOBSON PLAZA,IL,2024-06-01,2024 Q2,30,91,2372,97,81.51
145126,ALDEN LINCOLN REHAB & H C CTR,IL,2024-04-01,2024 Q2,30,91,2566,96,89.10
145126,ALDEN LINCOLN REHAB & H C CTR,IL,2024-05-01,2024 Q2,31,91,2536,96,85.22
145126,ALDEN LINCOLN REHAB & H C CTR,IL,2024-06-01,2024 Q2,30,91,2568,96,89.17
145135,RICHLAND NURSING & REHAB,IL,2024-04-01,2024 Q2,30,91,2280,157,48.41
145135,RICHLAND NURSING & REHAB,IL,2024-05-01,2024 Q2,31,91,2549,157,52.37
145135,RICHLAND NURSING & REHAB,IL,2024-06-01,2024 Q2,30,91,2425,157,51.49
145136,ARCADIA CARE AUBURN,IL,2024-04-01,2024 Q2,30,91,1664,70,79.24
145136,ARCADIA CARE AUBURN,IL,2024-05-01,2024 Q2,31,91,1745,70,80.41
145136,ARCADIA CARE AUBURN,IL,2024-06-01,2024 Q2,30,91,1728,70,82.29
145142,ALDEN DEBES REHAB & HCC,IL,2024-04-01,2024 Q2,30,91,5275,268,65.61
145142,ALDEN DEBES REHAB & HCC,IL,2024-05-01,2024 Q2,31,91,5729,268,68.96
145142,ALDEN DEBES REHAB & HCC,IL,2024-06-01,2024 Q2,30,91,5465,268,67.97
145151,ALLURE OF MENDOTA,IL,2024-04-01,2024 Q2,30,91,2132,85,83.61
145151,ALLURE OF MENDOTA,IL,2024-05-01,2024 Q2,31,91,2216,85,84.10
145151,ALLURE OF MENDOTA,IL,2024-06-01,2024 Q2,30,91,2096,85,82.20
145160,APERION CARE CAPITOL,IL,2024-04-01,2024 Q2,30,91,3290,251,43.69
145160,APERION CARE CAPITOL,IL,2024-05-01,2024 Q2,31,91,3469,251,44.58
145160,APERION CARE CAPITOL,IL,2024-06-01,2024 Q2,30,91,3248,251,43.13
145171,ELEVATE CARE NORTHBROOK,IL,2024-04-01,2024 Q2,30,91,6224,298,69.62
145171,ELEVATE CARE NORTHBROOK,IL,2024-05-01,2024 Q2,31,91,6298,298,68.17
145171,ELEVATE CARE NORTHBROOK,IL,2024-06-01,2024 Q2,30,91,6094,298,68.17
145173,HEATHER HEALTH CARE CENTER,IL,2024-04-01,2024 Q2,30,91,4465,173,86.03
145173,HEATHER HEALTH CARE CENTER,IL,2024-05-01,2024 Q2,31,91,4721,173,88.03
145173,HEATHER HEALTH CARE CENTER,IL,2024-06-01,2024 Q2,30,91,4541,173,87.50
145180,APERION CARE CHICAGO HEIGHTS,IL,2024-04-01,2024 Q2,30,91,4142,200,69.03
145180,APERION CARE CHICAGO HEIGHTS,IL,2024-05-01,2024 Q2,31,91,4451,200,71.79
145180,APERION CARE CHICAGO HEIGHTS,IL,2024-06-01,2024 Q2,30,91,4292,200,71.53
145183,GOLDWATER CARE DANVILLE,IL,2024-04-01,2024 Q2,30,91,2111,90,78.19
145183,GOLDWATER CARE DANVILLE,IL,2024-05-01,2024 Q2,31,91,2139,90,76.67
145183,GOLDWATER CARE DANVILLE,IL,2024-06-01,2024 Q2,30,91,2147,90,79.52
145197,APERION CARE OAK LAWN,IL,2024-04-01,2024 Q2,30,91,3722,134,92.59
145197,APERION CARE OAK LAWN,IL,2024-05-01,2024 Q2,31,91,3921,134,94.39
145197,APERION CARE OAK LAWN,IL,2024-06-01,2024 Q2,30,91,3810,134,94.78
145198,BELLA TERRA MORTON GROVE,IL,2024-04-01,2024 Q2,30,91,4095,211,64.69
145198,BELLA TERRA MORTON GROVE,IL,2024-05-01,2024 Q2,31,91,4386,211,67.05
145198,BELLA TERRA MORTON GROVE,IL,2024-06-01,2024 Q2,30,91,4188,211,66.16
145200,FRANKLIN GROVE LIVING AND REHAB,IL,2024-04-01,2024 Q2,30,91,1942,132,49.04
145200,FRANKLIN GROVE LIVING AND REHAB,IL,2024-05-01,2024 Q2,31,91,2085,132,50.95
145200,FRANKLIN GROVE LIVING AND REHAB,IL,2024-06-01,2024 Q2,30,91,2169,132,54.77
145208,"PAVILION OF BRIDGEVIEW, THE",IL,2024-04-01,2024 Q2,30,91,4029,146,91.99
145208,"PAVILION OF BRIDGEVIEW, THE",IL,2024-05-01,2024 Q2,31,91,4173,146,92.20
145208,"PAVILION OF BRIDGEVIEW, THE",IL,2024-06-01,2024 Q2,30,91,4059,146,92.67
145211,BURBANK REHABILITATION CENTER,IL,2024-04-01,2024 Q2,30,91,3251,163,66.48
145211,BURBANK REHABILITATION CENTER,IL,2024-05-01,2024 Q2,31,91,3361,163,66.51
145211,BURBANK REHABILITATION CENTER,IL,2024-06-01,2024 Q2,30,91,3074,163,62.86
145213,WYNSCAPE HEALTH & REHAB,IL,2024-04-01,2024 Q2,30,91,1517,199,25.41
145213,WYNSCAPE HEALTH & REHAB,IL,2024-05-01,2024 Q2,31,91,1580,199,25.61
145213,WYNSCAPE HEALTH & REHAB,IL,2024-06-01,2024 Q2,30,91,1618,199,27.10
145219,BURGESS SQUARE HEALTHCARE CTR,IL,2024-04-01,2024 Q2,30,91,3581,203,58.80
145219,BURGESS SQUARE HEALTHCARE CTR,IL,2024-05-01,2024 Q2,31,91,3698,203,58.76
145219,BURGESS SQUARE HEALTHCARE CTR,IL,2024-06-01,2024 Q2,30,91,3576,203,58.72
145220,PINE CREST HEALTH CARE,IL,2024-04-01,2024 Q2,30,91,4813,199,80.62
145220,PINE CREST HEALTH CARE,IL,2024-05-01,2024 Q2,31,91,4892,199,79.30
145220,PINE CREST HEALTH CARE,IL,2024-06-01,2024 Q2,30,91,4809,199,80.55
145221,PARC JOLIET,IL,2024-04-01,2024 Q2,30,91,4515,203,74.14
145221,PARC JOLIET,IL,2024-05-01,2024 Q2,31,91,4948,203,78.63
145221,PARC JOLIET,IL,2024-06-01,2024 Q2,30,91,4625,203,75.94
145222,HIGHLIGHT HLTHCR OF WOODSTOCK,IL,2024-04-01,2024 Q2,30,91,2176,115,63.07
145222,HIGHLIGHT HLTHCR OF WOODSTOCK,IL,2024-05-01,2024 Q2,31,91,2254,115,63.23
145222,HIGHLIGHT HLTHCR OF WOODSTOCK,IL,2024-06-01,2024 Q2,30,91,2185,115,63.33
145234,PEARL PAVILION,IL,2024-04-01,2024 Q2,30,91,1961,109,59.97
145234,PEARL PAVILION,IL,2024-05-01,2024 Q2,31,91,1987,109,58.80
145234,PEARL PAVILION,IL,2024-06-01,2024 Q2,30,91,1941,109,59.36
145235,LAKEFRONT NURSING & REHAB CTR,IL,2024-04-01,2024 Q2,30,91,2790,99,93.94
145235,LAKEFRONT NURSING & REHAB CTR,IL,2024-05-01,2024 Q2,31,91,2849,99,92.83
145235,LAKEFRONT NURSING & REHAB CTR,IL,2024-06-01,2024 Q2,30,91,2700,99,90.91
145237,GENERATIONS AT REGENCY,IL,2024-04-01,2024 Q2,30,91,6046,300,67.18
145237,GENERATIONS AT REGENCY,IL,2024-05-01,2024 Q2,31,91,6037,300,64.91
145237,GENERATIONS AT REGENCY,IL,2024-06-01,2024 Q2,30,91,6163,300,68.48
145239,CORNERSTONE REHAB & HC,IL,2024-04-01,2024 Q2,30,91,1563,94,55.43
145239,CORNERSTONE REHAB & HC,IL,2024-05-01,2024 Q2,31,91,1455,94,49.93
145239,CORNERSTONE REHAB & HC,IL,2024-06-01,2024 Q2,30,91,1287,94,45.64
145241,HELIA SOUTHBELT HEALTHCARE,IL,2024-04-01,2024 Q2,30,91,3397,156,72.59
145241,HELIA SOUTHBELT HEALTHCARE,IL,2024-05-01,2024 Q2,31,91,3421,156,70.74
145241,HELIA SOUTHBELT HEALTHCARE,IL,2024-06-01,2024 Q2,30,91,3347,156,71.52
145243,ACCOLADE HEALTHCARE DANVILLE,IL,2024-04-01,2024 Q2,30,91,2887,108,89.10
145243,ACCOLADE HEALTHCARE DANVILLE,IL,2024-05-01,2024 Q2,31,91,2844,108,84.95
145243,ACCOLADE HEALTHCARE DANVILLE,IL,2024-06-01,2024 Q2,30,91,2950,108,91.05
145244,APERION CARE LAKESHORE,IL,2024-04-01,2024 Q2,30,91,6670,313,71.03
145244,APERION CARE LAKESHORE,IL,2024-05-01,2024 Q2,31,91,6717,313,69.23
145244,APERION CARE LAKESHORE,IL,2024-06-01,2024 Q2,30,91,6626,313,70.56
145246,"PEARL OF HINSDALE, THE",IL,2024-04-01,2024 Q2,30,91,3841,202,63.38
145246,"PEARL OF HINSDALE, THE",IL,2024-05-01,2024 Q2,31,91,3909,202,62.42
145246,"PEARL OF HINSDALE, THE",IL,2024-06-01,2024 Q2,30,91,4113,202,67.87
145247,DOCTORS NURSING & REHAB CENTER,IL,2024-04-01,2024 Q2,30,91,1817,120,50.47
145247,DOCTORS NURSING & REHAB CENTER,IL,2024-05-01,2024 Q2,31,91,1963,120,52.77
145247,DOCTORS NURSING & REHAB CENTER,IL,2024-06-01,2024 Q2,30,91,1943,120,53.97
145248,APERION CARE MORTON VILLA,IL,2024-04-01,2024 Q2,30,91,2144,106,67.42
145248,APERION CARE MORTON VILLA,IL,2024-05-01,2024 Q2,31,91,2194,106,66.77
145248,APERION CARE MORTON VILLA,IL,2024-06-01,2024 Q2,30,91,2048,106,64.40
145256,LAKELAND REHAB & HEALTHCARE CENTER,IL,2024-04-01,2024 Q2,30,91,3604,154,78.01
145256,LAKELAND REHAB & HEALTHCARE CENTER,IL,2024-05-01,2024 Q2,31,91,3771,154,78.99
145256,LAKELAND REHAB & HEALTHCARE CENTER,IL,2024-06-01,2024 Q2,30,91,3409,154,73.79
145257,CRYSTAL PINES REHAB & HCC,IL,2024-04-01,2024 Q2,30,91,2309,110,69.97
145257,CRYSTAL PINES REHAB & HCC,IL,2024-05-01,2024 Q2,31,91,2457,110,72.05
145257,CRYSTAL PINES REHAB & HCC,IL,2024-06-01,2024 Q2,30,91,2442,110,74.00
145259,ALDEN PARK STRATHMOOR,IL,2024-04-01,2024 Q2,30,91,4687,189,82.66
145259,ALDEN PARK STRATHMOOR,IL,2024-05-01,2024 Q2,31,91,4890,189,83.46
145259,ALDEN PARK STRATHMOOR,IL,2024-06-01,2024 Q2,30,91,4793,189,84.53
145261,APERION CARE DEKALB,IL,2024-04-01,2024 Q2,30,91,2234,119,62.58
145261,APERION CARE DEKALB,IL,2024-05-01,2024 Q2,31,91,2320,119,62.89
145261,APERION CARE DEKALB,IL,2024-06-01,2024 Q2,30,91,2312,119,64.76
145266,FONDULAC REHABILITATION & HCC,IL,2024-04-01,2024 Q2,30,91,2195,98,74.66
145266,FONDULAC REHABILITATION & HCC,IL,2024-05-01,2024 Q2,31,91,2197,98,72.32
145266,FONDULAC REHABILITATION & HCC,IL,2024-06-01,2024 Q2,30,91,2090,98,71.09
145267,PANA HEALTH AND REHAB CENTER,IL,2024-04-01,2024 Q2,30,91,2619,128,68.20
145267,PANA HEALTH AND REHAB CENTER,IL,2024-05-01,2024 Q2,31,91,2733,128,68.88
145267,PANA HEALTH AND REHAB CENTER,IL,2024-06-01,2024 Q2,30,91,2651,128,69.04
145268,GLENVIEW TERRACE,IL,2024-04-01,2024 Q2,30,91,7229,314,76.74
145268,GLENVIEW TERRACE,IL,2024-05-01,2024 Q2,31,91,7417,314,76.20
145268,GLENVIEW TERRACE,IL,2024-06-01,2024 Q2,30,91,7031,314,74.64
145269,HOPE CREEK NURSING & REHAB,IL,2024-04-01,2024 Q2,30,91,4567,245,62.14
145269,HOPE CREEK NURSING & REHAB,IL,2024-05-01,2024 Q2,31,91,4860,245,63.99
145269,HOPE CREEK NURSING & REHAB,IL,2024-06-01,2024 Q2,30,91,4967,245,67.58
145271,LITCHFIELD HEALTH & REHAB CENTER,IL,2024-04-01,2024 Q2,30,91,1558,92,56.45
145271,LITCHFIELD HEALTH & REHAB CENTER,IL,2024-05-01,2024 Q2,31,91,1621,92,56.84
145271,LITCHFIELD HEALTH & REHAB CENTER,IL,2024-06-01,2024 Q2,30,91,1636,92,59.28
145273,JACKSONVILLE SKLD NUR & REHAB,IL,2024-04-01,2024 Q2,30,91,2349,88,88.98
145273,JACKSONVILLE SKLD NUR & REHAB,IL,2024-05-01,2024 Q2,31,91,2596,88,95.16
145273,JACKSONVILLE SKLD NUR & REHAB,IL,2024-06-01,2024 Q2,30,91,2512,88,95.15
145275,TIMBERCREEK REHAB & HEALTHCARE CENTER,IL,2024-04-01,2024 Q2,30,91,2640,202,43.56
145275,TIMBERCREEK REHAB & HEALTHCARE CENTER,IL,2024-05-01,2024 Q2,31,91,2601,202,41.54
145275,TIMBERCREEK REHAB & HEALTHCARE CENTER,IL,2024-06-01,2024 Q2,30,91,2664,202,43.96
145278,"CITADEL OF STERLING,THE",IL,2024-04-01,2024 Q2,30,91,2738,121,75.43
145278,"CITADEL OF STERLING,THE",IL,2024-05-01,2024 Q2,31,91,2734,121,72.89
145278,"CITADEL OF STERLING,THE",IL,2024-06-01,2024 Q2,30,91,2647,121,72.92
145285,BUCKINGHAM PAVILION,IL,2024-04-01,2024 Q2,30,91,2730,235,38.72
145285,BUCKINGHAM PAVILION,IL,2024-05-01,2024 Q2,31,91,2751,235,37.76
145285,BUCKINGHAM PAVILION,IL,2024-06-01,2024 Q2,30,91,2847,235,40.38
145286,STAUNTON HEALTH AND REHAB CTR,IL,2024-04-01,2024 Q2,30,91,1370,90,50.74
145286,STAUNTON HEALTH AND REHAB CTR,IL,2024-05-01,2024 Q2,31,91,1356,90,48.60
145286,STAUNTON HEALTH AND REHAB CTR,IL,2024-06-01,2024 Q2,30,91,1398,90,51.78
145290,BELLEVILLE HEALTHCARE CENTER,IL,2024-04-01,2024 Q2,30,91,3523,180,65.24
145290,BELLEVILLE HEALTHCARE CENTER,IL,2024-05-01,2024 Q2,31,91,3699,180,66.29
145290,BELLEVILLE HEALTHCARE CENTER,IL,2024-06-01,2024 Q2,30,91,3610,180,66.85
145294,PRAIRIE VILLAGE HEALTHCARE CTR,IL,2024-04-01,2024 Q2,30,91,1431,126,37.86
145294,PRAIRIE VILLAGE HEALTHCARE CTR,IL,2024-05-01,2024 Q2,31,91,1478,126,37.84
145294,PRAIRIE VILLAGE HEALTHCARE CTR,IL,2024-06-01,2024 Q2,30,91,1493,126,39.50
145295,APERION CARE MARSEILLES,IL,2024-04-01,2024 Q2,30,91,2165,103,70.06
145295,APERION CARE MARSEILLES,IL,2024-05-01,2024 Q2,31,91,2298,103,71.97
145295,APERION CARE MARSEILLES,IL,2024-06-01,2024 Q2,30,91,2234,103,72.30
145304,ELEVATE CARE RIVERWOODS,IL,2024-04-01,2024 Q2,30,91,4468,240,62.06
145304,ELEVATE CARE RIVERWOODS,IL,2024-05-01,2024 Q2,31,91,4656,240,62.58
145304,ELEVATE CARE RIVERWOODS,IL,2024-06-01,2024 Q2,30,91,4559,240,63.32
145307,"GROVE OF LAGRANGE PARK, THE",IL,2024-04-01,2024 Q2,30,91,3476,131,88.45
145307,"GROVE OF LAGRANGE PARK, THE",IL,2024-05-01,2024 Q2,31,91,3539,131,87.15
145307,"GROVE OF LAGRANGE PARK, THE",IL,2024-06-01,2024 Q2,30,91,3469,131,88.27
145308,RIVER VIEW REHAB CENTER,IL,2024-04-01,2024 Q2,30,91,4951,203,81.30
145308,RIVER VIEW REHAB CENTER,IL,2024-05-01,2024 Q2,31,91,5089,203,80.87
145308,RIVER VIEW REHAB CENTER,IL,2024-06-01,2024 Q2,30,91,5061,203,83.10
145312,SYMPHONY NORTHWOODS,IL,2024-04-01,2024 Q2,30,91,2457,113,72.48
145312,SYMPHONY NORTHWOODS,IL,2024-05-01,2024 Q2,31,91,2770,113,79.08
145312,SYMPHONY NORTHWOODS,IL,2024-06-01,2024 Q2,30,91,2787,113,82.21
145316,APERION CARE WILMINGTON,IL,2024-04-01,2024 Q2,30,91,4904,171,95.59
145316,APERION CARE WILMINGTON,IL,2024-05-01,2024 Q2,31,91,5067,171,95.59
145316,APERION CARE WILMINGTON,IL,2024-06-01,2024 Q2,30,91,4880,171,95.13
145319,ARC AT EL PASO,IL,2024-04-01,2024 Q2,30,91,1767,65,90.62
145319,ARC AT EL PASO,IL,2024-05-01,2024 Q2,31,91,1881,65,93.35
145319,ARC AT EL PASO,IL,2024-06-01,2024 Q2,30,91,1813,65,92.97
145323,CARRIER MILLS NSG & REHAB CTR,IL,2024-04-01,2024 Q2,30,91,2393,99,80.57
145323,CARRIER MILLS NSG & REHAB CTR,IL,2024-05-01,2024 Q2,31,91,2563,99,83.51
145323,CARRIER MILLS NSG & REHAB CTR,IL,2024-06-01,2024 Q2,30,91,2469,99,83.13
145324,ASCENSION RESURRECTION PLACE,IL,2024-04-01,2024 Q2,30,91,3165,296,35.64
145324,ASCENSION RESURRECTION PLACE,IL,2024-05-01,2024 Q2,31,91,3122,296,34.02
145324,ASCENSION RESURRECTION PLACE,IL,2024-06-01,2024 Q2,30,91,3030,296,34.12
145329,NORRIDGE GARDENS,IL,2024-04-01,2024 Q2,30,91,6493,292,74.12
145329,NORRIDGE GARDENS,IL,2024-05-01,2024 Q2,31,91,6636,292,73.31
145329,NORRIDGE GARDENS,IL,2024-06-01,2024 Q2,30,91,6434,292,73.45
145333,WEST SUBURBAN NURSING & REHAB CENTER,IL,2024-04-01,2024 Q2,30,91,5441,259,70.03
145333,WEST SUBURBAN NURSING & REHAB CENTER,IL,2024-05-01,2024 Q2,31,91,5687,259,70.83
145333,WEST SUBURBAN NURSING & REHAB CENTER,IL,2024-06-01,2024 Q2,30,91,5535,259,71.24
145334,ZAHAV OF DES PLAINES,IL,2024-04-01,2024 Q2,30,91,4319,231,62.32
145334,ZAHAV OF DES PLAINES,IL,2024-05-01,2024 Q2,31,91,4531,231,63.27
145334,ZAHAV OF DES PLAINES,IL,2024-06-01,2024 Q2,30,91,4369,231,63.04
145336,WARREN BARR GOLD COAST,IL,2024-04-01,2024 Q2,30,91,5712,271,70.26
145336,WARREN BARR GOLD COAST,IL,2024-05-01,2024 Q2,31,91,5835,271,69.46
145336,WARREN BARR GOLD COAST,IL,2024-06-01,2024 Q2,30,91,5547,271,68.23
145337,RYZE ON THE AVENUE,IL,2024-04-01,2024 Q2,30,91,5703,302,62.95
145337,RYZE ON THE AVENUE,IL,2024-05-01,2024 Q2,31,91,5961,302,63.67
145337,RYZE ON THE AVENUE,IL,2024-06-01,2024 Q2,30,91,6157,302,67.96
145338,WESTMONT MANOR HLTH & RHB,IL,2024-04-01,2024 Q2,30,91,2529,149,56.58
145338,WESTMONT MANOR HLTH & RHB,IL,2024-05-01,2024 Q2,31,91,2608,149,56.46
145338,WESTMONT MANOR HLTH & RHB,IL,2024-06-01,2024 Q2,30,91,2527,149,56.53
145339,"GROVE OF ELMHURST, THE",IL,2024-04-01,2024 Q2,30,91,3867,180,71.61
145339,"GROVE OF ELMHURST, THE",IL,2024-05-01,2024 Q2,31,91,3808,180,68.24
145339,"GROVE OF ELMHURST, THE",IL,2024-06-01,2024 Q2,30,91,4007,180,74.20
145341,ENCORE VILLAGE,IL,2024-04-01,2024 Q2,30,91,3996,169,78.82
145341,ENCORE VILLAGE,IL,2024-05-01,2024 Q2,31,91,4535,169,86.56
145341,ENCORE VILLAGE,IL,2024-06-01,2024 Q2,30,91,4396,169,86.71
145343,AMBASSADOR NURSING & REHAB CENTER,IL,2024-04-01,2024 Q2,30,91,4518,190,79.26
145343,AMBASSADOR NURSING & REHAB CENTER,IL,2024-05-01,2024 Q2,31,91,4568,190,77.56
145343,AMBASSADOR NURSING & REHAB CENTER,IL,2024-06-01,2024 Q2,30,91,4400,190,77.19
145347,GILMAN HEALTHCARE CENTER,IL,2024-04-01,2024 Q2,30,91,1780,99,59.93
145347,GILMAN HEALTHCARE CENTER,IL,2024-05-01,2024 Q2,31,91,1774,99,57.80
145347,GILMAN HEALTHCARE CENTER,IL,2024-06-01,2024 Q2,30,91,1797,99,60.51
145350,"PEARL OF ROLLING MEADOWS,THE",IL,2024-04-01,2024 Q2,30,91,3574,155,76.86
145350,"PEARL OF ROLLING MEADOWS,THE",IL,2024-05-01,2024 Q2,31,91,3801,155,79.11
145350,"PEARL OF ROLLING MEADOWS,THE",IL,2024-06-01,2024 Q2,30,91,3709,155,79.76
145358,ARISTA HEALTHCARE,IL,2024-04-01,2024 Q2,30,91,2704,153,58.91
145358,ARISTA HEALTHCARE,IL,2024-05-01,2024 Q2,31,91,2800,153,59.03
145358,ARISTA HEALTHCARE,IL,2024-06-01,2024 Q2,30,91,2655,153,57.84
145363,WARREN BARR OAK LAWN,IL,2024-04-01,2024 Q2,30,91,3164,122,86.45
145363,WARREN BARR OAK LAWN,IL,2024-05-01,2024 Q2,31,91,3316,122,87.68
145363,WARREN BARR OAK LAWN,IL,2024-06-01,2024 Q2,30,91,2918,122,79.73
145367,GILLESPIE HEALTH & REHAB CTR,IL,2024-04-01,2024 Q2,30,91,1788,100,59.60
145367,GILLESPIE HEALTH & REHAB CTR,IL,2024-05-01,2024 Q2,31,91,2051,100,66.16
145367,GILLESPIE HEALTH & REHAB CTR,IL,2024-06-01,2024 Q2,30,91,2030,100,67.67
145370,SULLIVAN REHAB & HLTH CARE CTR,IL,2024-04-01,2024 Q2,30,91,2031,123,55.04
145370,SULLIVAN REHAB & HLTH CARE CTR,IL,2024-05-01,2024 Q2,31,91,2166,123,56.81
145370,SULLIVAN REHAB & HLTH CARE CTR,IL,2024-06-01,2024 Q2,30,91,2075,123,56.23
145371,ARCADIA CARE BLOOMINGTON,IL,2024-04-01,2024 Q2,30,91,2707,115,78.46
145371,ARCADIA CARE BLOOMINGTON,IL,2024-05-01,2024 Q2,31,91,2686,115,75.34
145371,ARCADIA CARE BLOOMINGTON,IL,2024-06-01,2024 Q2,30,91,2708,115,78.49
145372,"PEARL OF JOLIET, THE",IL,2024-04-01,2024 Q2,30,91,4257,214,66.31
145372,"PEARL OF JOLIET, THE",IL,2024-05-01,2024 Q2,31,91,4381,214,66.04
145372,"PEARL OF JOLIET, THE",IL,2024-06-01,2024 Q2,30,91,4378,214,68.19
145376,OAKVIEW NURSING & REHAB,IL,2024-04-01,2024 Q2,30,91,2366,90,87.63
145376,OAKVIEW NURSING & REHAB,IL,2024-05-01,2024 Q2,31,91,2510,90,89.96
145376,OAKVIEW NURSING & REHAB,IL,2024-06-01,2024 Q2,30,91,2472,90,91.56
145379,ALDEN VALLEY RIDGE REHAB & HCC,IL,2024-04-01,2024 Q2,30,91,4850,207,78.10
145379,ALDEN VALLEY RIDGE REHAB & HCC,IL,2024-05-01,2024 Q2,31,91,5058,207,78.82
145379,ALDEN VALLEY RIDGE REHAB & HCC,IL,2024-06-01,2024 Q2,30,91,4925,207,79.31
145380,LUTHERAN CARE CENTER,IL,2024-04-01,2024 Q2,30,91,1266,96,43.96
145380,LUTHERAN CARE CENTER,IL,2024-05-01,2024 Q2,31,91,1421,96,47.75
145380,LUTHERAN CARE CENTER,IL,2024-06-01,2024 Q2,30,91,1231,96,42.74
145382,LEE MANOR,IL,2024-04-01,2024 Q2,30,91,6330,262,80.53
145382,LEE MANOR,IL,2024-05-01,2024 Q2,31,91,6555,262,80.71
145382,LEE MANOR,IL,2024-06-01,2024 Q2,30,91,6225,262,79.20
145384,EDEN VILLAGE CARE CENTER,IL,2024-04-01,2024 Q2,30,91,1641,107,51.12
145384,EDEN VILLAGE CARE CENTER,IL,2024-05-01,2024 Q2,31,91,1767,107,53.27
145384,EDEN VILLAGE CARE CENTER,IL,2024-06-01,2024 Q2,30,91,1720,107,53.58
145386,SOUTHGATE HEALTH CARE CENTER,IL,2024-04-01,2024 Q2,30,91,2418,140,57.57
145386,SOUTHGATE HEALTH CARE CENTER,IL,2024-05-01,2024 Q2,31,91,2553,140,58.82
145386,SOUTHGATE HEALTH CARE CENTER,IL,2024-06-01,2024 Q2,30,91,2449,140,58.31
145387,ST ANTHONY'S NSG & REHAB CTR,IL,2024-04-01,2024 Q2,30,91,2628,130,67.38
145387,ST ANTHONY'S NSG & REHAB CTR,IL,2024-05-01,2024 Q2,31,91,2741,130,68.01
145387,ST ANTHONY'S NSG & REHAB CTR,IL,2024-06-01,2024 Q2,30,91,2437,130,62.49
145388,HELIA HEALTHCARE OF OLNEY,IL,2024-04-01,2024 Q2,30,91,1874,118,52.94
145388,HELIA HEALTHCARE OF OLNEY,IL,2024-05-01,2024 Q2,31,91,2060,118,56.31
145388,HELIA HEALTHCARE OF OLNEY,IL,2024-06-01,2024 Q2,30,91,1855,118,52.40
145389,WATSEKA REHAB & HLTH CARE CTR,IL,2024-04-01,2024 Q2,30,91,1433,123,38.83
145389,WATSEKA REHAB & HLTH CARE CTR,IL,2024-05-01,2024 Q2,31,91,1401,123,36.74
145389,WATSEKA REHAB & HLTH CARE CTR,IL,2024-06-01,2024 Q2,30,91,1306,123,35.39
145400,WESTMINSTER VILLAGE,IL,2024-04-01,2024 Q2,30,91,1370,48,95.14
145400,WESTMINSTER VILLAGE,IL,2024-05-01,2024 Q2,31,91,1467,48,98.59
145400,WESTMINSTER VILLAGE,IL,2024-06-01,2024 Q2,30,91,1368,48,95.00
145403,ALDEN POPLAR CREEK REHAB & HCC,IL,2024-04-01,2024 Q2,30,91,4494,217,69.03
145403,ALDEN POPLAR CREEK REHAB & HCC,IL,2024-05-01,2024 Q2,31,91,4575,217,68.01
145403,ALDEN POPLAR CREEK REHAB & HCC,IL,2024-06-01,2024 Q2,30,91,4459,217,68.49
145404,FARMINGTON VILLAGE NRSG,IL,2024-04-01,2024 Q2,30,91,2284,92,82.75
145404,FARMINGTON VILLAGE NRSG,IL,2024-05-01,2024 Q2,31,91,2279,92,79.91
145404,FARMINGTON VILLAGE NRSG,IL,2024-06-01,2024 Q2,30,91,2292,92,83.04
