PROVIDER_ID,PROVIDER_NAME,STATE,OVERALL_RATING,SHORT_STAY_RATING,LONG_STAY_RATING
265289,COX MEDICAL CENTERS MEYER ORTHOPEDIC AND REHAB,MO,5,5,
175491,HOEGER HOUSE,KS,5,5,
366237,WADSWORTH POINTE,OH,5,3,5
366467,ADVANCED HEALTH CARE OF CINCINNATI,OH,5,5,
175540,NOTTINGHAM HEALTH AND REHABILITATION,KS,5,3,5
056162,EXTENDED CARE HOSPITAL OF RIVERSIDE,CA,4,5,5
335566,UNITED HELPERS CANTON NURSING HOME,NY,4,4,2
365615,AYDEN HEALTHCARE OF BELLE SPRINGS.,OH,4,5,4
305091,COLONIAL POPLIN NURSING HOME,NH,4,5,3
185479,THE HOME PLACE AT MIDWAY,KY,4,,5
345514,AUTUMN CARE OF NASH,NC,4,4,3
145358,ARISTA HEALTHCARE,IL,4,2,3
075109,HEBREW CENTER FOR HEALTH AND REHABILITATION,CT,4,5,5
105295,"FORT WALTON REHABILITATION CENTER, LLC",FL,4,3,5
015012,HIGHLANDS HEALTH AND REHAB,AL,4,3,1
28E300,OGLALA SIOUX LAKOTA NURSING HOME,NE,4,,1
555441,MEMORIAL HOSPITAL OF GARDENA D/P SNF,CA,4,,5
106117,OLIVE BRANCH HEALTH AND REHABILITATION CENTER,FL,4,3,1
435123,"WALWORTH COUNTY CARE CENTER, INC",SD,4,3,5
525426,HILLVIEW HEALTH CARE CTR,WI,4,5,2
52A429,SKY VIEW NURSING CENTER,WI,4,,3
395405,QUAKERTOWN CENTER,PA,4,1,3
165620,MERCYONE SIOUXLAND MEDICAL CENTER,IA,4,4,
035260,FOUNTAIN HILLS POST ACUTE,AZ,4,4,
305018,DOVER CENTER FOR HEALTH & REHABILITATION,NH,4,5,5
555901,ANBERRY TRANSITIONAL CARE,CA,4,3,3
105856,PREMIER PLACE AT THE GLENVIEW,FL,4,4,1
676223,BAYOU PINES CARE CENTER,TX,4,5,4
295106,TRELLIS CENTENNIAL,NV,4,5,
315137,BARN HILL CARE AND REHAB CENTER,NJ,4,4,5
345553,AUTUMN CARE OF FAYETTEVILLE,NC,4,4,4
675307,THE MANOR HEALTHCARE RESIDENCE,TX,4,,5
365444,HILL VIEW RETIREMENT CENTER,OH,4,5,1
345479,SALEMTOWNE,NC,4,4,1
075202,GEER NURSING AND REHABILITATION,CT,4,4,3
495118,ROCKY MOUNT HEALTH & REHAB CENTER,VA,4,5,5
395647,SPIRITRUST LUTHERAN THE VILLAGE AT GETTYSBURG,PA,4,2,5
315010,ELMORA HILLS HEALTH & REHABILITATION CENTER,NJ,4,3,5
676152,"SEVEN ACRES JEWISH SENIOR CARE SERVICES, INC",TX,4,3,3
375366,GROVE NURSING CENTER,OK,4,5,3
335451,GOLDEN HILL NURSING AND REHABILITATION CENTER,NY,4,3,5
335801,MVHS REHABILITATION AND NURSING CENTER,NY,4,4,2
155385,CAMELOT CARE CENTER,IN,4,,4
165146,KAHL HOME FOR THE AGED & INFIRMED,IA,4,3,4
375376,MUSKOGEE NURSING CENTER,OK,4,,2
555119,SAINT VINCENT HEALTHCARE,CA,4,5,5
045350,NIGHTINGALE AT ARKADELPHIA,AR,4,1,3
525531,CHRISTIAN HOME AND REHAB CTR,WI,4,5,2
555127,HILLCREST POST ACUTE,CA,4,5,5
345241,EDEN REHABILITATION AND HEALTHCARE CENTER,NC,4,5,
495112,GUGGENHEIMER HEALTH AND REHAB CENTER,VA,4,2,3
365525,CENTERBURG RESPIRATORY & SPECIALTY REHAB CTR,OH,4,,5
335403,WAYNE HEALTH CARE,NY,4,5,4
395409,LIBERTY POINTE REHABILITATION AND HEALTHCARE CTR,PA,4,2,2
315529,LIVIA HEALTH AND SENIOR LIVING,NJ,4,5,5
395612,SPIRITRUST LUTHERAN THE VILLAGE AT SPRENKLE DRIVE,PA,4,5,5
345423,WILSON REHABILITATION AND NURSING CENTER,NC,4,3,3
195412,"AUTUMN LEAVES NURSING AND REHAB CTR, LLC",LA,4,2,1
245522,LIVING MEADOWS AT LUTHER - MADELIA,MN,4,,3
015150,WIREGRASS REHABILITATION CENTER & NURSING HOME,AL,4,,5
555095,VETERANS HOME OF CALIFORNIA - YOUNTVILLE -  SNF,CA,4,3,4
395585,TRANSITIONS HEALTHCARE NORTH HUNTINGDON,PA,4,5,4
365585,EDGEWOOD MANOR OF LUCASVILLE I,OH,4,,5
305009,HANOVER HILL HEALTH CARE CENTER,NH,4,5,2
525502,BALDWIN CARE CENTER,WI,4,3,4
675540,LIBERTY HEALTH CARE CENTER,TX,4,2,4
525557,WOODSIDE LUTHERAN HOME,WI,4,4,2
555337,CITRUS HEIGHTS POST ACUTE,CA,4,4,4
225333,CEDAR VIEW REHABILITATION AND HEALTHCARE CENTER,MA,4,5,5
675759,STONEGATE NURSING AND REHABILITATION,TX,4,3,5
285118,ARBOR CARE CENTERS-TEKAMAH LLC,NE,4,4,2
225541,CARLYLE HOUSE,MA,4,1,4
495380,CHASE CITY HEALTH AND REHAB CENTER,VA,4,3,5
555503,ROYAL OAKS MANOR-BRADBURY OAKS,CA,4,5,4
675902,PILOT POINT CARE CENTER,TX,4,1,2
455965,TEXHOMA CHRISTIAN CARE CENTER INC,TX,4,5,3
675777,PARKWAY PLACE,TX,4,3,5
085027,COMPLETE CARE AT SILVER LAKE LLC,DE,4,5,5
295070,MARQUIS PLAZA REGENCY POST ACUTE REHAB,NV,4,4,4
495306,BLUE RIDGE THERAPY CONNECTION,VA,4,4,4
335357,THE PINES HEALTHCARE & REHAB CENTERS OLEAN CAMPUS,NY,4,2,2
495220,THE SPRINGS NURSING & REHAB CENTER,VA,4,,4
396070,THE PINES AT PHILADELPHIA REHAB AND HEALTHCARE CTR,PA,4,5,
675462,PARKVIEW NURSING AND REHABILITATION CENTER,TX,4,2,2
225387,ALDEN COURT NURSING CARE & REHABILITATION CENTER,MA,4,2,3
195248,"GARDEN PARK NURSING & REHAB CTR, LLC",LA,4,2,3
525265,BETHANY ST JOSEPH CARE CTR,WI,4,5,3
115394,PRUITTHEALTH - PEAKE,GA,4,1,3
315330,"COMPLETE CARE AT MARCELLA, LLC",NJ,4,4,5
235643,ST ANNS HOME,MI,4,3,5
105267,BAYSIDE HEALTH AND REHABILITATION CENTER,FL,4,2,4
225520,CAMBRIDGE REHABILITATION & NURSING CENTER,MA,4,4,3
035097,THE LEGACY REHAB & CARE CENTER,AZ,4,4,2
165019,CHAUTAUQUA GUEST HOME #2,IA,4,,4
175122,DELMAR GARDENS OF LENEXA,KS,4,3,4
355110,ELM CREST MANOR,ND,4,5,4
435004,PRAIRIE HEIGHTS HEALTHCARE,SD,4,3,2
675695,COLLEGE STREET HEALTH CARE CENTER,TX,4,1,3
366433,MAPLEVIEW COUNTRY VILLA,OH,4,3,5
055853,REDWOOD COVE HEALTHCARE CENTER,CA,4,5,5
105783,SOLARIS HEALTHCARE EAST ORLANDO,FL,4,3,4
335797,THE OSBORN,NY,4,4,5
435130,BETHANY HOME - BRANDON,SD,4,3,3
335618,LATTA ROAD NURSING HOME EAST,NY,4,,2
445445,CELINA HEALTH AND REHABILITATION CENTER,TN,4,1,2
305099,WEBSTER AT RYE,NH,4,2,4
045452,LAWRENCE HALL HEALTH & REHABILITATION,AR,4,2,2
105703,ARBOR TRAIL REHAB AND SKILLED NURSING CENTER,FL,4,2,5
155824,WELLBROOKE OF SOUTH BEND,IN,4,5,2
24E508,HAYES RESIDENCE,MN,4,,5
425117,CARLYLE SENIOR CARE OF KINGSTREE,SC,4,1,4
075246,WHITNEY REHABILITATION CARE CENTER,CT,4,5,3
555446,ROSSMOOR POST ACUTE,CA,4,5,4
365492,GRAND RIVER HEALTH & REHAB CENTER,OH,4,5,5
345348,WHISPERING PINES NURSING & REHAB CENTER,NC,4,4,3
265387,HUNTER ACRES CARING CENTER,MO,4,,4
146183,ALDEN COURTS OF SHOREWOOD,IL,4,1,4
295094,SPANISH HILLS WELLNESS SUITES,NV,4,4,5
105810,"MIRACLE HILL NURSING & REHABILITATION CENTER, INC",FL,4,2,5
365560,FRIENDSHIP VILLAGE OF DUBLIN,OH,4,5,5
265210,RIVER OAKS CARE CENTER,MO,4,,4
555060,WINDSOR THE RIDGE REHABILITATION CENTER,CA,4,5,5
235022,MEDILODGE OF CLARE,MI,4,4,2
495363,FAIRMONT CROSSING HEALTH AND REHAB CENTER,VA,4,5,3
16E638,MERCYONE DYERSVILLE SENIOR CARE,IA,4,,3
425300,LAKE MARION NURSING FACILITY,SC,4,2,2
676033,TOWN HALL ESTATES,TX,4,5,4
285065,GOLD CREST RETIREMENT CENTER,NE,4,5,4
045173,SILVER OAKS HEALTH AND REHABILITATION,AR,4,3,5
465096,SANDSTONE CANYON RIM,UT,4,,5
185305,THE WILLOWS AT SPRINGHURST OPCO LLC,KY,4,5,4
365616,LEGACY KETTERING,OH,4,4,5
375549,IGNITE MEDICAL RESORT ADAMS PARC,OK,4,3,
395907,FORESTVIEW,PA,4,1,3
676492,METHODIST TRANSITIONAL CARE CENTER-DESOTO LLC,TX,4,5,4
145278,"CITADEL OF STERLING,THE",IL,4,1,3
165592,SAVANNAH HEIGHTS,IA,4,2,2
315015,"COMPLETE CARE AT MADISON, LLC",NJ,4,5,5
385211,LA GRANDE POST ACUTE REHABILITATION,OR,4,3,3
115709,TWIN FOUNTAINS HOME,GA,4,2,1
155402,HERITAGE HEALTHCARE,IN,4,5,5
455523,MORNINGSIDE MANOR,TX,4,3,4
505181,REDMOND CARE AND REHABILITATION CENTER,WA,4,4,4
676396,S.P.J.S.T. REST HOME 3,TX,4,,4
366200,HENNIS CARE CENTRE OF BOLIVAR,OH,4,5,5
195625,SOUTHEAST LOUISIANA WAR VETERANS HOME,LA,4,,
335271,DUMONT CENTER FOR REHABILITATION AND NURSING CARE,NY,4,3,5
365890,ALTERCARE COSHOCTON INC.,OH,4,4,5
555589,WHITTIER HOSPITAL MEDICAL CTR D/P SNF,CA,4,,5
395524,"GROVE AT NEW CASTLE, THE",PA,4,,3
335562,LIVINGSTON COUNTY CENTER FOR NURSING AND REHAB,NY,4,1,4
315456,MYSTIC MEADOWS REHABILITATION AND NURSING CENTER,NJ,4,2,2
315106,ELIZABETH NURSING AND REHAB,NJ,4,3,4
055192,PROVIDENCE ST ELIZABETH CARE CENTER,CA,4,5,5
155676,MILNER COMMUNITY HEALTH CARE,IN,4,2,3
525483,ELLSWORTH HEALTH SERVICES,WI,4,5,4
49E256,OUR LADY OF PERPETUAL HELP,VA,4,,3
366143,ADAMS COUNTY MANOR,OH,4,5,4
425389,PRESBYTERIAN COMMUNITIES OF SOUTH CAROLINA-SUMMERV,SC,4,4,
365786,VILLA GEORGETOWN REHABILITATION AND HEALTHCARE CEN,OH,4,3,5
175286,WHEATLAND NURSING & REHABILITATION CENTER,KS,4,1,2
225403,COLEMAN HOUSE,MA,4,,1
225352,RENAISSANCE MANOR ON CABOT,MA,4,2,5
145658,APERION CARE PLUM GROVE,IL,4,3,3
175501,FAMILY HEALTH & REHABILITATION CENTER,KS,4,5,4
065296,CAMBRIDGE CARE CENTER,CO,4,,2
335674,THE HAMLET REHABILITATION AND HEALTHCARE CENTER AT,NY,4,5,5
366097,FULTON MANOR NURSING & REHAB C,OH,4,5,1
175210,GOOD SAMARITAN SOCIETY - PARSONS,KS,4,,3
366057,MIDDLEBURG HEIGHTS HEALTH & REHABILITATION CENTER,OH,4,5,5
475032,VERMONT VETERANS' HOME,VT,4,4,1
035120,MI CASA NURSING CENTER,AZ,4,5,5
235300,MEDILODGE OF TAYLOR,MI,4,4,5
395237,WYOMISSING HEALTH AND REHABILITATION CENTER,PA,4,1,3
185250,OAKMONT MANOR,KY,4,3,2
455477,LAKE JACKSON HEALTHCARE CENTER,TX,4,,3
525635,MILWAUKEE CATHOLIC HOME,WI,4,4,4
175505,MITCHELL COUNTY HOSPITAL HEALTH SYSTEMS LTCU,KS,4,,1
175332,ROCK CREEK OF OTTAWA,KS,4,4,4
525497,THE PINES POST ACUTE AND MEMORY CARE,WI,4,,3
395324,ALLIED SERVICES MEADE STREET SKILLED NURSING,PA,4,5,5
055283,JOHN C. FREMONT HEALTHCARE DISTRICT DP/SNF,CA,4,,3
255228,DELTA REHABILITATION AND HEALTHCARE CENTER,MS,4,2,3
195539,MANSFIELD NURSING CENTER,LA,4,4,3
495034,KENDAL AT LEXINGTON,VA,4,5,3
155635,GRACE VILLAGE HEALTH CARE FACILITY,IN,4,3,2
366245,FOREST GLEN HEALTH CAMPUS,OH,4,5,4
395502,OAKWOOD HEIGHTS VILLAGE,PA,4,3,5
065139,GOOD SAMARITAN SOCIETY -- LOVELAND VILLAGE,CO,4,2,2
265373,LIFE CARE CENTER OF WAYNESVILLE,MO,4,1,4
395913,HUNTINGDON SKILLED NURSING AND REHABILITATION CENT,PA,4,5,4
165460,KAREN ACRES CARE CENTER,IA,4,4,5
245291,ST CLARE LIVING COMMUNITY OF MORA,MN,4,5,1
146069,"EAST BANK CENTER, LLC",IL,4,3,
235583,MEDILODGE OF GREEN VIEW,MI,4,4,5
355079,SMP HEALTH - ST CATHERINE SOUTH,ND,4,4,4
055833,"FULTON GARDENS POST ACUTE, LLC",CA,4,3,5
555080,TRACY NURSING AND REHABILITATION CENTER,CA,4,4,2
235076,NEWAYGO CO MEDICAL CARE FACILI,MI,4,3,3
055410,BRIGHTON POST ACUTE,CA,4,3,4
525700,"CONGREGATIONAL HOME, INC",WI,4,4,5
175163,SOUTHWEST MEDICAL CENTER SNF,KS,4,4,
235197,HILLSDALE CO MEDICAL CARE FACI,MI,4,5,3
215029,AUTUMN LAKE HEALTHCARE AT CHEVY CHASE,MD,4,2,2
235650,MEDILODGE OF MILFORD,MI,4,5,5
055123,BEACHSIDE POST ACUTE,CA,4,5,4
245317,GOOD SAMARITAN SOCIETY - COMFORCARE,MN,4,3,5
335648,DITMAS PARK CARE CENTER,NY,4,3,4
225305,ST MARY HEALTH CARE CENTER,MA,4,,4
365768,LOGAN ACRES,OH,4,3,4
265608,GLENWOOD HEALTHCARE,MO,4,,2
065284,GRACE MANOR CARE CENTER,CO,4,,3
055466,THE SEQUOIAS,CA,4,5,5
555272,ATHERTON BAPTIST HOME,CA,4,5,5
335494,PENN YAN MANOR NURSING HOME INC,NY,4,,2
165384,SHEFFIELD CARE CENTER,IA,4,,5
05A277,INSPIRE BEHAVIORAL HEALTH,CA,4,,5
146170,ASBURY GARDENS NSG & REHAB,IL,4,4,4
035289,"CENTER AT ARROWHEAD, LLC",AZ,4,5,
265718,GOLDEN AGE NURSING HOME,MO,4,,3
175377,TRINITY MANOR,KS,4,4,5
105449,MIAMI SHORES NURSING AND REHAB CENTER,FL,4,1,5
175425,SPRING HILL CARE AND REHAB,KS,4,5,5
315327,FOUNTAINVIEW CARE CENTER,NJ,4,5,3
395974,MONTICELLO HOUSE,PA,4,2,4
015100,CROWNE HEALTH CARE OF MOBILE,AL,4,2,3
075411,MATULAITIS NURSING HOME,CT,4,5,4
055255,CORONA HEALTH CARE CENTER,CA,4,3,5
395386,BETHANY VILLAGE RETIREMENT CENTER,PA,4,3,5
175545,HILLTOP MANOR NURSING CENTER,KS,4,5,1
395080,PHOEBE ALLENTOWN HEALTH CARE CENTER,PA,4,5,2
105892,LAKE PARK OF MADISON NURSING AND REHABILITATION CE,FL,4,1,4
366223,MOUNT NOTRE DAME HEALTH CENTER,OH,4,,4
146166,GREENFIELDS OF GENEVA,IL,4,2,2
28E257,GORDON COUNTRYSIDE CARE,NE,4,,3
366388,STONESPRING OF VANDALIA,OH,4,3,5
515166,CLARKSBURG HEALTHCARE CENTER,WV,4,1,4
255305,RIVER PLACE NURSING CENTER,MS,4,1,2
145872,ALDEN LONG GROVE REHAB &HC CTR,IL,4,5,5
265547,GREENVILLE HEALTH CARE CENTER,MO,4,,1
345332,WILSON HEALTHCARE AND REHABILITATION CENTER,NC,4,2,5
676361,ARBOR HILLS REHABILITATION AND HEALTHCARE CENTER,TX,4,2,4
17E528,COUNTRYSIDE HEALTH CENTER,KS,4,,5
135068,PARKE VIEW REHABILITATION & CARE CENTER,ID,4,4,4
355084,LUTHERAN SUNSET HOME,ND,4,,2
325130,THE NEIGHBORHOOD IN RIO RANCHO,NM,4,2,2
675292,COTTONWOOD NURSING AND REHABILITATION,TX,4,,2
325087,NORTHGATE UNIT OF LAKEVIEW CHRISTIAN HOME,NM,4,2,3
315273,COMPLETE CARE AT WOODLANDS,NJ,4,5,5
375389,TULSA NURSING CENTER,OK,4,3,5
14E169,WINSTON MANOR CNV & NURSING,IL,4,,5
115132,ABERCORN REHABILITATION CENTER,GA,4,3,4
676000,PINE RIDGE HEALTH CARE LLP,TX,4,3,2
395738,PAUL'S RUN,PA,4,4,4
495174,DULLES HEALTH & REHAB CENTER,VA,4,5,5
365521,SAINT LUKE LUTHERAN HOME,OH,4,5,5
395700,BRADFORD MANOR,PA,4,2,4
345282,CLEVELAND PINES,NC,4,3,3
045146,THE BLOSSOMS AT MOUNTAIN VIEW REHAB & NURSING CEN,AR,4,3,4
676148,PEACH TREE PLACE,TX,4,,5
445529,DECATUR WELLNESS AND REHABILITATION CENTER,TN,4,,5
395282,ST FRANCIS CENTER FOR REHABILITATION & HEALTHCARE,PA,4,5,5
056280,BAY MARINA POST ACUTE,CA,4,4,4
455864,LIFE CARE CENTER OF PLANO,TX,4,4,4
165472,SCENIC MANOR,IA,4,5,2
495133,VALLEY REHABILITATION AND NURSING CENTER,VA,4,4,4
065209,WESTERN HILLS HEALTH CARE CENTER,CO,4,5,2
455646,MARSHALL MANOR NURSING & REHABILITATION CENTER,TX,4,2,5
265396,CALIFORNIA CARE CENTER,MO,4,,4
505529,AVAMERE TRANSITIONAL CARE OF PUGET SOUND,WA,4,5,4
045342,NASHVILLE NURSING AND REHAB SERVICES OF ARKANSAS,AR,4,5,4
155837,"VILLAGES AT OAK RIDGE, THE",IN,4,5,4
015373,HENRY COUNTY HEALTH AND REHABILITATION FACILITY,AL,4,2,4
255293,DIVERSICARE OF SHELBY,MS,4,2,1
185230,LANDMARK OF ELKHORN CITY REHABILITATION AND NURSIN,KY,4,2,4
056092,TOPANGA TERRACE,CA,4,5,5
365883,ST AUGUSTINE MANOR,OH,4,2,5
185462,PARK TERRACE HEALTH CAMPUS,KY,4,4,4
055001,REDLANDS HEALTHCARE CENTER,CA,4,3,5
395633,HAVENCREST HEALTHCARE AND REHABILITATION CENTER,PA,4,4,4
225038,LIFE CARE CENTER OF LEOMINSTER,MA,4,3,3
155486,MIDDLETOWN NURSING AND REHABILITATION CENTER,IN,4,,4
525642,HOPE HEALTH AND REHAB,WI,4,5,4
065219,BROADVIEW HEALTH AND REHABILITATION CENTER,CO,4,2,5
235402,THE VILLA AT GREAT LAKES CROSSING,MI,4,3,5
065366,PINE RIDGE REHABILITATION AND HEALTHCARE CENTER,CO,4,5,5
245102,SAUER HEALTH CARE,MN,4,,5
115393,"OAKS - SCENIC VIEW SKILLED NURSING, THE",GA,4,4,3
145426,PAVILION OF OTTAWA,IL,4,4,4
105796,EDGEWATER AT WATERMAN VILLAGE,FL,4,3,5
055873,COMMUNITY CARE CENTER,CA,4,4,5
265801,KATY MANOR,MO,4,4,2
366390,NORTH PARK CARE CENTER,OH,4,4,3
525457,RENNES HEALTH AND REHAB CENTER-EAST,WI,4,,2
235486,MEDILODGE OF RICHMOND,MI,4,3,4
395640,JOHN J KANE REGIONAL CENTER-MC,PA,4,5,4
105930,VILLA HEALTHCARE & REHABILITATION CENTER,FL,4,5,5
29E021,GAYE HAVEN INTERMEDIATE CARE FACILITY,NV,4,,
065269,LIFE CARE CENTER OF PUEBLO,CO,4,5,3
175526,FOWLER RESIDENTIAL CARE,KS,4,,2
056326,BURLINGTON CONVALESCENT HOSPITAL,CA,4,4,5
045191,GOOD SAMARITAN SOCIETY - HOT SPRINGS VILLAGE,AR,4,3,5
375375,CLAREMORE SKILLED NURSING AND THERAPY,OK,4,4,5
055983,COVENTRY COURT HEALTH CENTER,CA,4,4,5
075371,LUTHERAN HOME OF SOUTHBURY INC,CT,4,2,2
395904,SANATOGA CENTER,PA,4,5,3
366459,BRUNSWICK POINTE TRANSITIONAL CARE,OH,4,3,5
335756,SMITHTOWN CENTER FOR REHABILITATION & NURSING CARE,NY,4,3,5
395489,CORRY MANOR,PA,4,4,4
445451,AHC DECATUR COUNTY,TN,4,3,3
366229,PARKSIDE VILLA,OH,4,5,5
105679,REGENTS PARK OF SUNRISE,FL,4,3,5
335419,ST CATHERINE LABOURE HEALTH CARE CENTER,NY,4,,5
676218,JEFFERSON NURSING AND REHABILITATION CENTER,TX,4,2,4
425055,JOLLEY ACRES HEALTHCARE CENTER,SC,4,2,2
155723,RIVER POINTE HEALTH CAMPUS,IN,4,5,5
155434,HICKORY CREEK AT CONNERSVILLE,IN,4,1,3
175414,PINE VILLAGE,KS,4,3,4
225763,PALMER HEALTHCARE CENTER,MA,4,,3
335269,THE WARTBURG HOME,NY,4,4,5
325128,ARTESIA HEALTHCARE & REHABILITATION CENTER LLC,NM,4,1,4
425379,OPUS POST ACUTE REHABILITATION,SC,4,5,4
105438,ASPIRE AT RIDGE HAVEN,FL,4,4,5
195443,LEGACY NURSING AND REHABILITATION OF TALLULAH,LA,4,1,2
225476,ALLIANCE HEALTH AT MAPLES,MA,4,4,4
395902,NORMANDIE RIDGE,PA,4,5,5
335028,THE CITADEL REHAB AND NURSING CTR AT KINGSBRIDGE,NY,4,4,
155573,"WATERS OF MIDDLETOWN SKILLED NURSING FACILITY, THE",IN,4,5,5
015045,EAMC LANIER NURSING HOME,AL,4,,4
265674,ST FRANCOIS MANOR,MO,4,,5
515123,WELLSBURG HEALTHCARE CENTER,WV,4,1,4
345483,SHAIRE NURSING CENTER,NC,4,5,1
265765,LUTHERAN NURSING HOME,MO,4,4,2
365571,OTTERBEIN PORTAGE VALLEY,OH,4,4,5
495421,FRIENDSHIP HEALTH AND REHAB CENTER - SOUTH,VA,4,3,2
375310,LAKE COUNTRY NURSING CENTER,OK,4,1,4
065306,"VALLEY REHABILITATION AND HEALTHCARE CENTER, THE",CO,4,5,5
235665,OPTALIS HEALTH AND REHAB OF STERLING HEIGHTS,MI,4,5,4
425009,FAITH HEALTHCARE CENTER,SC,4,4,4
185353,BRANDENBURG NURSING AND REHABILITATION CENTER,KY,4,1,4
425411,BISHOP GADSDEN EPISCOPAL HEALTH CARE CENTER,SC,4,5,
106047,LIFE CARE CENTER AT INVERRARY,FL,4,5,5
265509,SOUTH COUNTY NURSING HOME INC,MO,4,,4
335219,NEWARK MANOR NURSING HOME INC,NY,4,,4
165354,REHABILITATION CENTER OF HAMPTON,IA,4,4,1
675182,BROWNFIELD REHABILITATION AND CARE CENTER,TX,4,,4
035151,SABINO CANYON REHABILITATION & CARE CENTER,AZ,4,5,5
366148,OTTERBEIN SUNSET HOUSE,OH,4,3,5
395594,OIL CITY HEALTHCARE AND REHABILITATION CENTER,PA,4,1,5
366406,LAKES OF MONCLOVA HEALTH CAMPUS THE,OH,4,5,5
505226,SUNNYSIDE HEALTHCARE CENTER,WA,4,3,3
185310,THE EPISCOPAL CHURCH HOME,KY,4,,4
115729,ROCKMART HEALTH,GA,4,1,4
675947,COUNTRY CARE MANOR,TX,4,4,4
345273,KINDRED HOSPITAL EAST GREENSBORO,NC,4,,1
265055,KABUL NURSING HOMES INC,MO,4,2,2
235615,CARETEL INNS OF BRIGHTON,MI,4,5,4
345437,ECKERD LIVING CENTER,NC,4,2,3
115692,MEDICAL MANAGEMENT HEALTH AND REHAB CENTER,GA,4,5,2
315418,WILEY MISSION,NJ,4,5,3
245528,GUNDERSEN HARMONY CARE CENTER,MN,4,,5
525708,WI VETERANS HOME AT CHIPPEWA FALLS,WI,4,,4
366208,RESIDENCE AT HUNTINGTON COURT,OH,4,3,5
115598,CAMELLIA HEALTH & REHABILITATION,GA,4,3,5
425332,LIFE CARE CENTER OF CHARLESTON,SC,4,3,4
235207,OAKPOINTE SENIOR CARE AND REHAB CENTER,MI,4,4,5
105153,PINECREST REHABILITATION CENTER,FL,4,5,4
555476,APPLE VALLEY CARE CENTER,CA,4,4,5
275049,POLSON HEALTH & REHABILITATION CENTER,MT,4,5,2
676242,GANADO NURSING AND REHABILITATION CENTER,TX,4,1,5
366426,WOODS ON FRENCH CREEK NURSING & REHAB CENTER THE,OH,4,2,5
676015,MABEE HEALTH CARE CENTER,TX,4,5,4
675159,SOUTHBROOKE MANOR NURSING AND REHABILITATION CENTE,TX,4,,5
515077,WEIRTON MEDICAL CENTER,WV,4,1,
525666,MERCY MANOR TRANSITION CENTER,WI,4,3,
676272,LEGEND OAKS HEALTHCARE AND REHABILITATION-KYLE,TX,4,5,5
375151,CAPITOL HILL SKILLED NURSING AND THERAPY,OK,4,4,5
135136,QUINN MEADOWS REHABILITATION AND CARE CENTER,ID,4,5,5
155671,OAKWOOD HEALTH CAMPUS,IN,4,5,4
555341,CANYON CREEK POST-ACUTE,CA,4,,3
375255,"SOUTHBROOK HEALTHCARE, INC",OK,4,2,3
195369,OUR LADY OF PROMPT SUCCOR NURSING FACILITY,LA,4,2,1
375417,WESTHAVEN NURSING HOME,OK,4,2,2
056169,ALAMITOS WEST HEALTH & REHABILITATION,CA,4,5,4
056328,PREMIER CARE CENTER FOR PALM SPRINGS,CA,4,5,5
335568,SUNRISE MANOR CTR FOR NURSING AND REHABILITATION,NY,4,2,5
295108,SILVER STATE PEDIATRIC SKILLED NURSING FACILITY,NV,4,,4
225288,CARE ONE AT LEXINGTON,MA,4,3,5
686124,HARMONY HEALTH CENTER,FL,4,3,5
106080,VILLA MARIA WEST SKILLED NURSING FACILITY,FL,4,4,
335364,CUBA MEMORIAL HOSPITAL INC SNF,NY,4,,5
235032,SKLD IONIA,MI,4,3,5
245628,MINNESOTA VETERANS HOME - SILVER BAY,MN,4,,3
235716,WELLBRIDGE OF ROCHESTER HILLS,MI,4,5,3
165593,SCOTTISH RITE PARK INC,IA,4,3,4
055135,MONTROSE HEALTHCARE CENTER,CA,4,5,5
155401,BEN HUR HEALTH AND REHABILITATION,IN,4,2,5
366437,ARLINGTON POINTE,OH,4,4,4
225137,DEXTER HOUSE HEALTHCARE,MA,4,3,3
145700,AVANTARA CHICAGO RIDGE,IL,4,4,5
135142,ADVANCED HEALTH CARE OF COEUR D'ALENE LLC,ID,4,5,
085019,BAY TERRACE REHABILITATION AND HEALTH CENTER,DE,4,,4
495096,WESTMINSTER-CANTERBURY OF RICHMOND,VA,4,5,4
465108,COPPER RIDGE HEALTH CARE,UT,4,5,5
056037,PACIFIC HILLS MANOR,CA,4,4,4
105484,OKEECHOBEE HEALTH CARE FACILITY,FL,4,4,5
366246,CHERITH CARE CENTER AT WILLOW BROOK,OH,4,3,4
435034,AVERA MARYHOUSE LONG TERM CARE,SD,4,5,2
245454,SANDSTONE HEALTH CARE CENTER,MN,4,3,2
155718,NORTHVIEW HEALTH AND LIVING,IN,4,1,4
205099,RUMFORD COMMUNITY HOME,ME,4,,2
056026,"EMPRESS CARE CENTER, LLC",CA,4,5,5
555862,VILLA SCALABRINI SPECIAL CARE,CA,4,,4
675496,SLATON CARE CENTER,TX,4,,5
445314,LIFE CARE CENTER OF MORRISTOWN,TN,4,2,4
315517,TOTAL REHAB MOORESTOWN,NJ,4,4,
085056,CADIA REHABILITATION SILVERSIDE,DE,4,4,5
415023,SUNNY VIEW NURSING HOME INC,RI,4,5,5
215200,BROOKE GROVE REHAB. & NSG CTR,MD,4,3,2
235245,BRITTANY MANOR,MI,4,2,3
365592,CONTINENTAL MANOR NURS AND REHABILITATION CENTER,OH,4,4,5
185339,IRVINE NURSING AND REHABILITATION CENTER,KY,4,1,1
175404,BUHLER SUNSHINE HOME,KS,4,2,4
